,Unnamed: 0,name,orcid,doi,title,date,journal,filename,Article_ID
491,491,Romana Stefania Kadzikowska-Wrzosek,https://orcid.org/0000-0003-0658-9656,https://doi.org/10.1016/j.paid.2018.02.015,Self-regulation and bedtime procrastination: The role of self-regulation skills and chronotype,2018,Personality and Individual Differences,Romana_Stefania_Kadzikowska-Wrzosek_2,10-1016_j-paid-2018-02-015
492,492,Romana Stefania Kadzikowska-Wrzosek,https://orcid.org/0000-0003-0658-9656,empty,"Wolna wola w świetle badań współczesnej psychologii nad procesami samoregulacji oraz samokontroli,",unrecovered,Psychologia Społeczna,Romana_Stefania_Kadzikowska-Wrzosek_3,-2924020067147436726
493,493,Anna Maria Kamza,https://orcid.org/0000-0002-0403-8079,https://doi.org/10.1186/s40359-021-00524-7,"Attachment security, verbal ability, and inhibitory control in middle childhood",2021-02-04,BMC Psychology,Anna_Maria_Kamza_1,10-1186_s40359-021-00524-7
494,494,Anna Maria Kamza,https://orcid.org/0000-0002-0403-8079,https://doi.org/10.1186/s40359-019-0361-5,Attachment to mothers and fathers during middle childhood: an evidence from Polish sample,2019-12,BMC Psychology,Anna_Maria_Kamza_2,10-1186_s40359-019-0361-5
495,495,Anna Maria Kamza,https://orcid.org/0000-0002-0403-8079,https://doi.org/10.1016/j.actpsy.2018.11.007,Can sustained attention adapt to prior cognitive effort? An evidence from experimental study,2019-01,Acta Psychologica,Anna_Maria_Kamza_3,10-1016_j-actpsy-2018-11-007
496,496,Anna Maria Kamza,https://orcid.org/0000-0002-0403-8079,https://doi.org/10.1080/17405629.2017.1422719,The Experiences in Close Relationships Scale-Revised Child version: Reliability and structural validity of the Polish adaptation,2018-01-09,European Journal of Developmental Psychology,Anna_Maria_Kamza_4,10-1080_17405629-2017-1422719
497,497,Anna Maria Kamza,https://orcid.org/0000-0002-0403-8079,https://doi.org/10.17239/l1esll-2017.17.04.04,Developmental patterns of relationships between inhibitory control and reading skill in early-school children,2017-09,L1 Educational Studies in Language and Literature,Anna_Maria_Kamza_5,10-17239_l1esll-2017-17-04-04
498,498,Bartosz Paweł Karcz,https://orcid.org/0000-0002-0409-4230,empty,Prevalence of select mental disorders among graduation class adolescents: data from a screening study. ,2018-10-02,Family Medicine & Primary Care Review,Bartosz_Paweł_Karcz_1,345721651534821084
499,499,Bartosz Paweł Karcz,https://orcid.org/0000-0002-0409-4230,empty,Elderly people’s preferences regarding reminiscence material,2017,Educational Gerontology,Bartosz_Paweł_Karcz_2,-3624604299718128430
500,500,Aleksandra Anna Kołodziej,https://orcid.org/0000-0002-6042-8215,https://doi.org/10.7554/elife.60595,No relationship between frontal alpha asymmetry and depressive disorders in a multiverse analysis of five studies,2021-05-26,eLife,Aleksandra_Anna_Kołodziej_1,10-7554_elife-60595
501,501,Aleksandra Anna Kołodziej,https://orcid.org/0000-0002-6042-8215,https://doi.org/10.5114/nan.2018.81249,Changes in default-mode network activity and functional connectivity as an indicator of psychedelic-assisted psychotherapy effectiveness,2018,Neuropsychiatria i Neuropsychologia,Aleksandra_Anna_Kołodziej_2,10-5114_nan-2018-81249
502,502,Aleksandra Anna Kołodziej,https://orcid.org/0000-0002-6042-8215,https://doi.org/10.12740/pp/onlinefirst/61414,Polish adaptation of Sexual Addiction Screening Test - Revised,2017-02-26,Psychiatria Polska,Aleksandra_Anna_Kołodziej_3,10-12740_pp_onlinefirst_61414
503,503,Monika Kornacka,https://orcid.org/0000-0003-2737-9236,https://doi.org/10.2147/ijwh.s294216,A Grateful Disposition Promotes the Well-Being of Women with Breast Cancer Through Adaptive Coping,2021-06,International Journal of Women's Health,Monika_Kornacka_1,10-2147_ijwh-s294216
504,504,Monika Kornacka,https://orcid.org/0000-0003-2737-9236,https://doi.org/10.1080/20008198.2021.1909281,Eye-tracking exploration of inhibitory control in post-traumatic stress disorder: an emotional antisaccade paradigm,2021-01-01,European Journal of Psychotraumatology,Monika_Kornacka_2,10-1080_20008198-2021-1909281
505,505,Monika Kornacka,https://orcid.org/0000-0003-2737-9236,https://doi.org/10.1007/s40519-020-00857-z,"Rumination, mood, and maladaptive eating behaviors in overweight and healthy populations",2020-02-18,"Eating and Weight Disorders - Studies on Anorexia, Bulimia and Obesity",Monika_Kornacka_3,10-1007_s40519-020-00857-z
506,506,Monika Kornacka,https://orcid.org/0000-0003-2737-9236,https://doi.org/10.3389/fpsyg.2019.01372,Concrete vs. Abstract Processing in Repetitive Negative Thinking: Distinct Functional Effects on Emotional Reactivity and Attentional Control,2019-06-18,Frontiers in Psychology,Monika_Kornacka_4,10-3389_fpsyg-2019-01372
507,507,Monika Kornacka,https://orcid.org/0000-0003-2737-9236,empty,Sprawozdanie z 48. Kongresu europejskiego stowarzyszenia terapii behawioralnych i poznawczych (EABCT) w sofii (Bułgaria),2018,Psychoterapia,Monika_Kornacka_5,2391435990933855028
508,508,Monika Kornacka,https://orcid.org/0000-0003-2737-9236,https://doi.org/10.1007/s40519-018-0563-5,Strict health-oriented eating patterns (orthorexic eating behaviours) and their connection with a vegetarian and vegan diet.,2018-08,Eating and weight disorders : EWD,Monika_Kornacka_6,10-1007_s40519-018-0563-5
509,509,Monika Kornacka,https://orcid.org/0000-0003-2737-9236,https://doi.org/10.3389/fpsyg.2017.02159,Perseverative Thinking Questionnaire (PTQ): French Validation of a Transdiagnostic Measure of Repetitive Negative Thinking.,2017-12,Frontiers in psychology,Monika_Kornacka_7,10-3389_fpsyg-2017-02159
510,510,Monika Kornacka,https://orcid.org/0000-0003-2737-9236,https://doi.org/10.12740/pp/80301,"Report from the 9th International Congress of Cognitive Psychotherapy, Cluj-Napoca, 28.06.-01.07.2017.",2017-12,Psychiatria polska,Monika_Kornacka_8,10-12740_pp_80301
511,511,Maciej Kościelniak,https://orcid.org/0000-0003-3452-864X,https://doi.org/10.1371/journal.pone.0255491,Changes in values and well-being amidst the COVID-19 pandemic in Poland,2021-09-15,PLOS ONE,Maciej_Kościelniak_1,10-1371_journal-pone-0255491
512,512,Maciej Kościelniak,https://orcid.org/0000-0003-3452-864X,https://doi.org/10.1016/j.jrp.2021.104144,Collective Narcissism and Explicit and Implicit Collective Self-Esteem Revisited: A Preregistered Replication and Extension,2021-08,Journal of Research in Personality,Maciej_Kościelniak_2,10-1016_j-jrp-2021-104144
513,513,Maciej Kościelniak,https://orcid.org/0000-0003-3452-864X,https://doi.org/10.7206/dec.1733-0092.123,"Irrelevant alternatives matter! Review of literature on the asymmetric dominance effect,NIEISTOTNE ALTERNATYWY WYBORU MAJA ZNACZENIE. PRZEGLAD WIEDZY O EFEKCIE ASYMETRYCZNEJ DOMINACJI",2019,Decyzje,Maciej_Kościelniak_3,10-7206_dec-1733-0092-123
514,514,Maciej Kościelniak,https://orcid.org/0000-0003-3452-864X,https://doi.org/10.3389/fpsyg.2019.01887,The Role of Personal Values and Student Achievement in Academic Dishonesty,2019-08-16,Frontiers in Psychology,Maciej_Kościelniak_4,10-3389_fpsyg-2019-01887
515,515,Maciej Kościelniak,https://orcid.org/0000-0003-3452-864X,https://doi.org/10.24425/119482,The Big Five and Burnout among Teachers: the Moderating and Mediating Role of Self-Efficacy,2018,Polish Psychological Bulletin,Maciej_Kościelniak_5,10-24425_119482
516,516,Maciej Kościelniak,https://orcid.org/0000-0003-3452-864X,https://doi.org/10.3389/fpsyg.2018.02321,Commentary: The Attraction Effect in Decision Making: Superior Performance by Older Adults,2018-11,Frontiers in Psychology,Maciej_Kościelniak_6,10-3389_fpsyg-2018-02321
517,517,Maciej Kościelniak,https://orcid.org/0000-0003-3452-864X,https://doi.org/10.7366/1896180020174202,Zmiana w wyglądzie zewnętrznym polityka a jego wizerunek,2017,Psychologia Społeczna,Maciej_Kościelniak_7,10-7366_1896180020174202
518,518,Maciej Kościelniak,https://orcid.org/0000-0003-3452-864X,https://doi.org/10.3389/fpsyg.2017.00541,Response: Commentary: Effects of Age and Initial Risk Perception on Balloon Analog Risk Task: The Mediating Role of Processing Speed and Need for Cognitive Closure,2017-04-11,Frontiers in Psychology,Maciej_Kościelniak_8,10-3389_fpsyg-2017-00541
519,519,Natalia Kowalczyk-Grębska,https://orcid.org/0000-0002-2294-5529,https://doi.org/10.1556/2006.2021.00002,White matter microstructural and Compulsive Sexual Behaviors Disorder - Diffusion Tensor Imaging study.,2021-02-10,Journal of behavioral addictions,Natalia_Kowalczyk-Grębska_1,10-1556_2006-2021-00002
520,520,Natalia Kowalczyk-Grębska,https://orcid.org/0000-0002-2294-5529,https://doi.org/10.1111/nyas.14548,Lenticular nucleus volume predicts performance in real‐time strategy game: cross‐sectional and training approach using voxel‐based morphometry,2020-12-29,Annals of the New York Academy of Sciences,Natalia_Kowalczyk-Grębska_2,10-1111_nyas-14548
521,521,Natalia Kowalczyk-Grębska,https://orcid.org/0000-0002-2294-5529,https://doi.org/10.36921/kos.2020_2626,Gry wideo a zmiany strukturalne mózgu,2020-04-11,Kosmos,Natalia_Kowalczyk-Grębska_3,10-36921_kos-2020_2626
522,522,Natalia Kowalczyk-Grębska,https://orcid.org/0000-0002-2294-5529,https://doi.org/10.1002/hbm.24208,Real-time strategy video game experience and structural connectivity - A diffusion tensor imaging study,2018-09,,Natalia_Kowalczyk-Grębska_4,10-1002_hbm-24208
523,523,Agata Kozłowska,https://orcid.org/0000-0002-4813-5233,https://doi.org/10.31648/przegldpsychologiczny.7789,Indirect commercialization of psychological research based on results of the DESMoPsI project,2021-12-28,Przegląd Psychologiczny,Agata_Kozłowska_1,10-31648_przegldpsychologiczny-7789
524,524,Agata Kozłowska,https://orcid.org/0000-0002-4813-5233,https://doi.org/10.31648/pp.7321,Komercjalizacja pośrednia w obszarze psychologii na przykładzie projektu DESMoPsI,2021-12-22,Przegląd Psychologiczny,Agata_Kozłowska_2,10-31648_pp-7321
525,525,Agata Kozłowska,https://orcid.org/0000-0002-4813-5233,https://doi.org/10.2478/anre-2021-0011,Evolutionary origins of music. Classical and recent hypotheses,2021-06-30,Anthropological Review,Agata_Kozłowska_3,10-2478_anre-2021-0011
526,526,Agata Kozłowska,https://orcid.org/0000-0002-4813-5233,empty,"Psychologiczne interwencje internetowe – pojęcia, zastosowania i wyzwania",2018,Nauka,Agata_Kozłowska_4,3729389928067874320
527,527,Izabela Krejtz,https://orcid.org/0000-0002-9827-8371,https://doi.org/10.31648/pp.7838,Diagnostic tools for assessment of cognitive functioning in children and youth – the implementation project,2021-12-21,Przegląd Psychologiczny,Izabela_Krejtz_1,10-31648_pp-7838
528,528,Izabela Krejtz,https://orcid.org/0000-0002-9827-8371,https://doi.org/10.1080/00207454.2020.1748621,"Mindfulness-based cognitive therapy reduces clinical symptoms, but do not change frontal alpha asymmetry in people with major depression disorder",2020,International Journal of Neuroscience,Izabela_Krejtz_2,10-1080_00207454-2020-1748621
529,529,Izabela Krejtz,https://orcid.org/0000-0002-9827-8371,https://doi.org/10.1007/s12671-020-01353-2,Modification of Attentional Bias to Emotional Faces Following Mindfulness-Based Cognitive Therapy in People with a Current Depression,2020,Mindfulness,Izabela_Krejtz_3,10-1007_s12671-020-01353-2
530,530,Izabela Krejtz,https://orcid.org/0000-0002-9827-8371,https://doi.org/10.1007/s11218-020-09557-z,Stereotype threat as an antecedent to domain identification and achievement in language arts in boys: a cross-sectional study,2020,Social Psychology of Education,Izabela_Krejtz_4,10-1007_s11218-020-09557-z
531,531,Izabela Krejtz,https://orcid.org/0000-0002-9827-8371,https://doi.org/10.1080/02699931.2020.1795627,Manifestations of clinical depression in daily life: a daily diary study of descriptions of naturally occurring events,2020-11-16,Cognition and Emotion,Izabela_Krejtz_5,10-1080_02699931-2020-1795627
532,532,Izabela Krejtz,https://orcid.org/0000-0002-9827-8371,https://doi.org/10.1002/pits.22413,Stereotype threat is linked to language achievement and domain identification in young males: Working memory and intellectual helplessness as mediators,2020-09-05,Psychology in the Schools,Izabela_Krejtz_6,10-1002_pits-22413
533,533,Izabela Krejtz,https://orcid.org/0000-0002-9827-8371,https://doi.org/10.5007/2175-7968.2020v40n2p377,Legendas na imagem fílmica: uma visão geral dos estudos em rastreamento ocular,2020-05-19,Cadernos de Tradução,Izabela_Krejtz_7,10-5007_2175-7968-2020v40n2p377
534,534,Izabela Krejtz,https://orcid.org/0000-0002-9827-8371,https://doi.org/10.1080/02699931.2018.1541168,Attention to negative words predicts daily rumination among people with clinical depression: evidence from an eye tracking and daily diary study,2019,Cognition and Emotion,Izabela_Krejtz_8,10-1080_02699931-2018-1541168
535,535,Izabela Krejtz,https://orcid.org/0000-0002-9827-8371,https://doi.org/10.1007/s11218-019-09478-6,"Chronic stereotype threat and mathematical achievement in age cohorts of secondary school girls: mediational role of working memory, and intellectual helplessness",2019,Social Psychology of Education,Izabela_Krejtz_9,10-1007_s11218-019-09478-6
536,536,Izabela Krejtz,https://orcid.org/0000-0002-9827-8371,https://doi.org/10.3389/fpsyg.2019.01372,Concrete vs. abstract processing in repetitive negative thinking: Distinct functional effects on emotional reactivity and attentional control,2019,Frontiers in Psychology,Izabela_Krejtz_10,10-3389_fpsyg-2019-01372
537,537,Izabela Krejtz,https://orcid.org/0000-0002-9827-8371,https://doi.org/10.1016/j.genhosppsych.2019.04.014,Relationship between alexithymia and variability of blood pressure measured with ABPM in hypertensive patients,2019,General Hospital Psychiatry,Izabela_Krejtz_11,10-1016_j-genhosppsych-2019-04-014
538,538,Izabela Krejtz,https://orcid.org/0000-0002-9827-8371,https://doi.org/10.1007/s12144-019-0164-0,The factor structure of a Polish language version of the hospital anxiety depression scale (HADS),2019,Current Psychology,Izabela_Krejtz_12,10-1007_s12144-019-0164-0
539,539,Izabela Krejtz,https://orcid.org/0000-0002-9827-8371,https://doi.org/10.3389/fpsyg.2019.01365,Using a gratitude intervention to improve the lives of women with breast cancer: A daily diary study,2019,Frontiers in Psychology,Izabela_Krejtz_13,10-3389_fpsyg-2019-01365
540,540,Izabela Krejtz,https://orcid.org/0000-0002-9827-8371,https://doi.org/10.1007/s10902-018-9979-x,"Within-Person Relationships Among Daily Gratitude, Well-Being, Stress, and Positive Experiences",2019,Journal of Happiness Studies,Izabela_Krejtz_14,10-1007_s10902-018-9979-x
541,541,Izabela Krejtz,https://orcid.org/0000-0002-9827-8371,https://doi.org/10.1093/deafed/enz036,Attention Dynamics During Emotion Recognition by Deaf and Hearing Individuals,2019-10-29,The Journal of Deaf Studies and Deaf Education,Izabela_Krejtz_15,10-1093_deafed_enz036
542,542,Izabela Krejtz,https://orcid.org/0000-0002-9827-8371,https://doi.org/10.3389/fpsyg.2018.00428,"Chronic stereotype threat is associated with mathematical achievement on representative sample of secondary schoolgirls: The role of gender identification, working memory, and intellectual helplessness",2018,Frontiers in Psychology,Izabela_Krejtz_16,10-3389_fpsyg-2018-00428
543,543,Izabela Krejtz,https://orcid.org/0000-0002-9827-8371,https://doi.org/10.1371/journal.pone.0203629,Eye tracking cognitive load using pupil diameter and microsaccades with fixed gaze,2018,PLoS ONE,Izabela_Krejtz_17,10-1371_journal-pone-0203629
544,544,Izabela Krejtz,https://orcid.org/0000-0002-9827-8371,https://doi.org/10.1002/jclp.22617,Positive online attentional training as a means of modifying attentional and interpretational biases among the clinically depressed: An experimental study using eye tracking,2018-09-15,Journal of Clinical Psychology,Izabela_Krejtz_18,10-1002_jclp-22617
545,545,Izabela Krejtz,https://orcid.org/0000-0002-9827-8371,https://doi.org/10.1016/j.genhosppsych.2017.04.013,Association of anxiety sensitivity-physical concerns and FVC with dyspnea severity in sarcoidosis,2017,General Hospital Psychiatry,Izabela_Krejtz_19,10-1016_j-genhosppsych-2017-04-013
546,546,Izabela Krejtz,https://orcid.org/0000-0002-9827-8371,https://doi.org/10.1016/j.jrp.2017.09.002,Positive daily experiences can buffer the negative effects of daily stress: A conceptual replication,2017,Journal of Research in Personality,Izabela_Krejtz_20,10-1016_j-jrp-2017-09-002
547,547,Izabela Krejtz,https://orcid.org/0000-0002-9827-8371,empty,UNCONTROLLABILITY IN THE CLASSROOM The intellectual helplessness perspective,2017,Coping with Lack of Control in a Social World,Izabela_Krejtz_21,-6170905449702836174
548,548,Aleksandra Karolina Kroemeke,https://orcid.org/0000-0001-8707-742X,https://doi.org/10.1186/s12877-020-01952-7,Does physical activity lower the risk for metabolic syndrome: a longitudinal study of physically active older women.,2021-01,BMC geriatrics,Aleksandra_Karolina_Kroemeke_1,10-1186_s12877-020-01952-7
549,549,Aleksandra Karolina Kroemeke,https://orcid.org/0000-0001-8707-742X,empty,Well-being trajectories following retirement: a compensatory role of self-enhancement values in disadvantaged women,2020,Journal of Happiness Studies,Aleksandra_Karolina_Kroemeke_2,2717685223145287045
550,550,Aleksandra Karolina Kroemeke,https://orcid.org/0000-0001-8707-742X,https://doi.org/10.1002/pon.5440,Daily received support and relational functioning in HCT survivors and their caregivers.,2020-07-02,Psycho-oncology,Aleksandra_Karolina_Kroemeke_3,10-1002_pon-5440
551,551,Aleksandra Karolina Kroemeke,https://orcid.org/0000-0001-8707-742X,https://doi.org/10.3389/fpsyg.2019.02195,Protective Buffering and Individual and Relational Adjustment Following Hematopoietic Stem Cell Transplantation: A Dyadic Daily-Diary Study.,2019-09,Frontiers in Psychology,Aleksandra_Karolina_Kroemeke_4,10-3389_fpsyg-2019-02195
552,552,Aleksandra Karolina Kroemeke,https://orcid.org/0000-0001-8707-742X,https://doi.org/10.1080/10615806.2019.1660321,Salutary effect of daily coping self-efficacy: impact on day-by-day coping to mood effects within dyads following hematopoietic stem cell transplantation.,2019-08,"Anxiety, stress, and coping",Aleksandra_Karolina_Kroemeke_5,10-1080_10615806-2019-1660321
553,553,Aleksandra Karolina Kroemeke,https://orcid.org/0000-0001-8707-742X,https://doi.org/10.3389/fnagi.2019.00126,Working Memory Capacity as a Predictor of Cognitive Training Efficacy in the Elderly Population.,2019-05,Frontiers in Aging Neuroscience,Aleksandra_Karolina_Kroemeke_6,10-3389_fnagi-2019-00126
554,554,Aleksandra Karolina Kroemeke,https://orcid.org/0000-0001-8707-742X,https://doi.org/10.1037/ccp0000398,Dyadic support and affect in patient-caregiver dyads following hematopoietic stem-cell transplantation: A diary study.,2019-04,Journal of consulting and clinical psychology,Aleksandra_Karolina_Kroemeke_7,10-1037_ccp0000398
555,555,Aleksandra Karolina Kroemeke,https://orcid.org/0000-0001-8707-742X,empty,A growth mixture modelling study of learning trajectories in an extended computerised working memory training programme developed for young children diagnosed with attention-deficit/hyperactivity disorder,2019-02-02,Frontiers in Education,Aleksandra_Karolina_Kroemeke_8,3370103471322132375
556,556,Aleksandra Karolina Kroemeke,https://orcid.org/0000-0001-8707-742X,https://doi.org/10.3389/fpsyg.2019.00059,Coping flexibility and health-related quality of life among older adults: compensatory effect of co-rumination,2019-01-23,Frontiers in Psychology,Aleksandra_Karolina_Kroemeke_9,10-3389_fpsyg-2019-00059
557,557,Aleksandra Karolina Kroemeke,https://orcid.org/0000-0001-8707-742X,https://doi.org/10.1007/s10865-018-9968-x,"Fluctuation in physical symptoms, coping, and mood in patients following hematopoietic stem cell transplantation: assessing mediation effects using a daily diary approach",2018,Journal of Behavioral Medicine,Aleksandra_Karolina_Kroemeke_10,10-1007_s10865-018-9968-x
558,558,Aleksandra Karolina Kroemeke,https://orcid.org/0000-0001-8707-742X,https://doi.org/10.1371/journal.pone.0200124,Positive and negative adjustment in couples undergoing infertility treatment: The impact of support exchange,2018,PLoS ONE,Aleksandra_Karolina_Kroemeke_11,10-1371_journal-pone-0200124
559,559,Aleksandra Karolina Kroemeke,https://orcid.org/0000-0001-8707-742X,https://doi.org/10.1002/pon.4619,Psychophysical well-being profiles in patients before hematopoietic stem cell transplantation,2018,Psycho-Oncology,Aleksandra_Karolina_Kroemeke_12,10-1002_pon-4619
560,560,Aleksandra Karolina Kroemeke,https://orcid.org/0000-0001-8707-742X,https://doi.org/10.1007/s11136-017-1705-3,Everyday life following hematopoietic stem cell transplantation: decline in physical symptoms within the first month and change-related predictors.,2018-09,"Quality of life research : an international journal of quality of life aspects of treatment, care and rehabilitation",Aleksandra_Karolina_Kroemeke_13,10-1007_s11136-017-1705-3
561,561,Aleksandra Karolina Kroemeke,https://orcid.org/0000-0001-8707-742X,https://doi.org/10.1007/s10522-017-9693-9,Associations of visceral fat area and physical activity levels with the risk of metabolic syndrome in postmenopausal women,2017,Biogerontology,Aleksandra_Karolina_Kroemeke_14,10-1007_s10522-017-9693-9
562,562,Aleksandra Karolina Kroemeke,https://orcid.org/0000-0001-8707-742X,https://doi.org/10.1515/ppb-2017-0039,Heterogeneity of change in state affect following insulin therapy initiation in type 2 diabetic patients,2017,Polish Psychological Bulletin,Aleksandra_Karolina_Kroemeke_15,10-1515_ppb-2017-0039
563,563,Aleksandra Karolina Kroemeke,https://orcid.org/0000-0001-8707-742X,https://doi.org/10.3389/fpsyg.2017.01245,Mixed Psychological Changes Following Mastectomy: Unique Predictors and Heterogeneity of Post-traumatic Growth and Post-traumatic Depreciation.,2017,Frontiers in Psychology,Aleksandra_Karolina_Kroemeke_16,10-3389_fpsyg-2017-01245
564,564,Aleksandra Karolina Kroemeke,https://orcid.org/0000-0001-8707-742X,empty,Actor and partner effects of coping on adjustment in couples undergoing assisted reproduction treatment,2017-12,Health Psychology Report,Aleksandra_Karolina_Kroemeke_17,5990311187797309215
565,565,Katarzyna Anna Kuć,https://orcid.org/0000-0002-1474-8410,https://doi.org/10.3390/brainsci11020178,The association between executive functions and body weight/BMI in children and adolescents with ADHD,2021,Brain Sciences,Katarzyna_Anna_Kuć_1,10-3390_brainsci11020178
566,566,Katarzyna Anna Kuć,https://orcid.org/0000-0002-1474-8410,https://doi.org/10.3390/nu13082504,Age-Related Cognitive Decline May Be Moderated by Frequency of Specific Food Products Consumption,2021-07-22,Nutrients,Katarzyna_Anna_Kuć_2,10-3390_nu13082504
567,567,Katarzyna Anna Kuć,https://orcid.org/0000-0002-1474-8410,https://doi.org/10.1089/cap.2020.0075,The Occurrence of Overweight and Obesity in Children and Adolescents with Attention-Deficit/Hyperactivity Disorder According to Three Different Diagnostic Criteria for Obesity.,2021-01,Journal of child and adolescent psychopharmacology,Katarzyna_Anna_Kuć_3,10-1089_cap-2020-0075
568,568,Katarzyna Anna Kuć,https://orcid.org/0000-0002-1474-8410,https://doi.org/10.1016/j.clinph.2020.05.028,Cortical source analysis of resting state EEG data in children with attention deficit hyperactivity disorder,2020,Clinical Neurophysiology,Katarzyna_Anna_Kuć_4,10-1016_j-clinph-2020-05-028
569,569,Katarzyna Anna Kuć,https://orcid.org/0000-0002-1474-8410,https://doi.org/10.1038/s41598-020-63296-x,The SLC6A3 gene polymorphism is related to the development of attentional functions but not to ADHD,2020-04-10,Scientific Reports,Katarzyna_Anna_Kuć_5,10-1038_s41598-020-63296-x
570,570,Katarzyna Anna Kuć,https://orcid.org/0000-0002-1474-8410,https://doi.org/10.3389/fnhum.2017.00285,Age-related changes in resting-state eeg activity in attention deficit/hyperactivity disorder: A cross-sectional study,2017,Frontiers in Human Neuroscience,Katarzyna_Anna_Kuć_6,10-3389_fnhum-2017-00285
571,571,Wojciech Marek Kulesza,https://orcid.org/0000-0001-5457-6396,https://doi.org/10.3390/su132212562,Research on Unrealistic Optimism among HoReCa Workers as a Possible Future Hotspot of Infections,2021-11,Sustainability,Wojciech_Marek_Kulesza_1,10-3390_su132212562
572,572,Wojciech Marek Kulesza,https://orcid.org/0000-0001-5457-6396,https://doi.org/10.1027/2151-2604/a000451,You Want to Know the Truth? Then Don’t Mimic!,2021-09,Zeitschrift für Psychologie,Wojciech_Marek_Kulesza_2,10-1027_2151-2604_a000451
573,573,Wojciech Marek Kulesza,https://orcid.org/0000-0001-5457-6396,https://doi.org/10.24425/ppb.2020.132650,Guilt is never to be doubted? A novel experimental procedure,2020,Polish Psychological Bulletin,Wojciech_Marek_Kulesza_3,10-24425_ppb-2020-132650
574,574,Wojciech Marek Kulesza,https://orcid.org/0000-0001-5457-6396,https://doi.org/10.5114/aoms.2020.99592,"We are infected with the new, mutated virus UO-COVID-19",2020-10-02,Archives of Medical Science,Wojciech_Marek_Kulesza_4,10-5114_aoms-2020-99592
575,575,Wojciech Marek Kulesza,https://orcid.org/0000-0001-5457-6396,https://doi.org/10.3390/jcm9051464,"Unrealistic Optimism in the Time of Coronavirus Pandemic: May It Help to Kill, If So—Whom: Disease or the Person?",2020-05-13,Journal of Clinical Medicine,Wojciech_Marek_Kulesza_5,10-3390_jcm9051464
576,576,Wojciech Marek Kulesza,https://orcid.org/0000-0001-5457-6396,https://doi.org/10.1080/00224545.2020.1758017,Dialogue and labeling. Are these helpful in finding volunteers?,2020-04-29,The Journal of Social Psychology,Wojciech_Marek_Kulesza_6,10-1080_00224545-2020-1758017
577,577,Wojciech Marek Kulesza,https://orcid.org/0000-0001-5457-6396,https://doi.org/10.1016/j.jesp.2018.06.007,The mere liking effect: Attitudinal influences on attributions of moral character,2018,Journal of Experimental Social Psychology,Wojciech_Marek_Kulesza_7,10-1016_j-jesp-2018-06-007
578,578,Wojciech Marek Kulesza,https://orcid.org/0000-0001-5457-6396,https://doi.org/10.32872%2Fspb.v13i4.25660,The Internet chess rules change: Queen equals to pawn. To spread the concept you do not need a queen but a lot of pawns,2018-12-23,Social Psychological Bulletin,Wojciech_Marek_Kulesza_8,10-32872%2Fspb-v13i4-25660
579,579,Wojciech Marek Kulesza,https://orcid.org/0000-0001-5457-6396,https://doi.org/10.1177/1938965518797075,"Temporal Aspects of the Chameleon Effect and Hospitality: The Link Between Mimicry, Its Impact, and Duration",2018-09-06,Cornell Hospitality Quarterly,Wojciech_Marek_Kulesza_9,10-1177_1938965518797075
580,580,Wojciech Marek Kulesza,https://orcid.org/0000-0001-5457-6396,https://doi.org/10.1016/j.foodqual.2017.06.004,The use of mimicry to improve evaluation of unsought beverages,2017,Food Quality and Preference,Wojciech_Marek_Kulesza_10,10-1016_j-foodqual-2017-06-004
581,581,Wojciech Marek Kulesza,https://orcid.org/0000-0001-5457-6396,https://doi.org/10.7366%2F1896180020174006,Wpływowy kameleon. Przegląd badań z zakresu mimikry w kontekście technik wpływu społecznego,2017,Psychologia Społeczna,Wojciech_Marek_Kulesza_11,10-7366%2F1896180020174006
582,582,Katarzyna Kulwicka,https://orcid.org/0000-0002-4731-1901,https://doi.org/10.15678/pjoep.2017.11.03,Czy mówienie o swojej chorobie się opłaca? Wpływ informacji o depresji partnera na zachowanie w stosunku do niego w grze „zaufanie”,2017,Psychologia Ekonomiczna,Katarzyna_Kulwicka_1,10-15678_pjoep-2017-11-03
583,583,Joanna Maria Kwaśniewska,https://orcid.org/0000-0001-5187-649X,https://doi.org/10.1016/j.tsc.2017.11.002,Mothers’ personality traits and the climate for creativity they build with their children,2018,Thinking Skills and Creativity,Joanna_Maria_Kwaśniewska_1,10-1016_j-tsc-2017-11-002
584,584,Joanna Maria Kwaśniewska,https://orcid.org/0000-0001-5187-649X,https://doi.org/10.1515/ctra-2017-0007,Balancing Between Roles and Duties – The Creativity of Mothers,2017-07-23,Creativity. Theories - Research - Applications,Joanna_Maria_Kwaśniewska_2,10-1515_ctra-2017-0007
585,585,Zuzanna Kwissa-Gajewska,https://orcid.org/0000-0002-4033-1870,https://doi.org/10.1007/s10865-018-9968-x,"Fluctuation in physical symptoms, coping, and mood in patients following hematopoietic stem cell transplantation: assessing mediation effects using a daily diary approach",2019,Journal of Behavioral Medicine,Zuzanna_Kwissa-Gajewska_1,10-1007_s10865-018-9968-x
586,586,Zuzanna Kwissa-Gajewska,https://orcid.org/0000-0002-4033-1870,empty,The effect of protective buffering on daily stress and relationship quality in dyads following hematopoietic stem cell transplantation: Results from daily process methodology,2019,Bone Marrow Transplantation,Zuzanna_Kwissa-Gajewska_2,1019986149052117839
