,DOI,link
1775,10_1093&europace&euaa072,https://doi.org/10.1093/europace/euaa072
1776,10_20452&pamw_15370,https://doi.org/10.20452/pamw.15370
1777,10_33963&KP_15640,https://doi.org/10.33963/KP.15640
1778,10_33963&KP_15988,https://doi.org/10.33963/KP.15988
1779,10_1016&j_atherosclerosis_2021_08_024,https://doi.org/10.1016/j.atherosclerosis.2021.08.024
1780,10_33963&KP_a2021_0131,https://doi.org/10.33963/KP.a2021.0131
1781,10_33963&KP_15256,https://doi.org/10.33963/KP.15256
1782,10_5603&CJ_2021_0029,https://doi.org/10.5603/CJ.2021.0029
1783,10_5114&aic_2020_99276,https://doi.org/10.5114/aic.2020.99276
1784,10_33963&KP_a2021_0077,https://doi.org/10.33963/KP.a2021.0077
1785,10_5603&CJ_2020_0021,https://doi.org/10.5603/CJ.2020.0021
1786,10_33963&KP_15275,https://doi.org/10.33963/KP.15275
1787,10_5603&EP_a2021_0033,https://doi.org/10.5603/EP.a2021.0033
1788,10_20452&pamw_15995,https://doi.org/10.20452/pamw.15995
1789,10_33963&KP_15500,https://doi.org/10.33963/KP.15500
1790,10_5114&kitp_2019_89784,https://doi.org/10.5114/kitp.2019.89784
1791,10_5603&MRJ_a2021_0053,https://doi.org/10.5603/MRJ.a2021.0053
1792,10_5603&MRJ_a2021_0045,https://doi.org/10.5603/MRJ.a2021.0045
1793,10_1093&ehjacc&zuab091,https://doi.org/10.1093/ehjacc/zuab091
1794,10_3390&ijerph182413058,https://doi.org/10.3390/ijerph182413058
1795,10_3390&JCM9030764,https://doi.org/10.3390/JCM9030764
1796,10_5114&aic_2021_109833,https://doi.org/10.5114/aic.2021.109833
1797,10_5114&pg_2019_90093,https://doi.org/10.5114/pg.2019.90093
1798,10_15678&pjoep_2017_11_02,https://doi.org/10.15678/pjoep.2017.11.02
1799,10_1016&j_paid_2021_111002,https://doi.org/10.1016/j.paid.2021.111002
1800,10_3389&fpsyg_2021_635973,https://doi.org/10.3389/fpsyg.2021.635973
1801,10_1037&XAP0000308,https://doi.org/10.1037/XAP0000308
1802,10_1037&PSPI0000246,https://doi.org/10.1037/PSPI0000246
1803,10_15678&PJOEP_2017_11_04,https://doi.org/10.15678/PJOEP.2017.11.04
1804,10_15678&PJOEP_2017_11_03,https://doi.org/10.15678/PJOEP.2017.11.03
1805,10_1111&APPS_12145,https://doi.org/10.1111/APPS.12145
1806,10_1037&PAS0000745,https://doi.org/10.1037/PAS0000745
1807,10_1016&J_JESP_2018_09_004,https://doi.org/10.1016/J.JESP.2018.09.004
1808,10_3389&fneur_2018_00392,https://doi.org/10.3389/fneur.2018.00392
1809,10_1145&3316782_3322777,https://doi.org/10.1145/3316782.3322777
1810,10_1080&17434440_2020_1770592,https://doi.org/10.1080/17434440.2020.1770592
1811,10_3934&Neuroscience_2021012,https://doi.org/10.3934/Neuroscience.2021012
1812,10_17951&j_2020_33_3_261-278,https://doi.org/10.17951/j.2020.33.3.261-278
1813,10_1109&ROMAN_2018_8525843,https://doi.org/10.1109/ROMAN.2018.8525843
1814,10_5604&01_3001_0015_6502,https://doi.org/10.5604/01.3001.0015.6502
1815,10_25167&FF&3806,https://doi.org/10.25167/FF/3806
1816,10_12740&pp&104715,https://doi.org/10.12740/pp/104715
1817,10_12740&app&100435,https://doi.org/10.12740/app/100435
1818,10_14656&pfp20190105,https://doi.org/10.14656/pfp20190105
1819,10_5114&jos_2018_83405,https://doi.org/10.5114/jos.2018.83405
1820,10_5114&jos_2018_80641,https://doi.org/10.5114/jos.2018.80641
1821,10_12740&pp&73973,https://doi.org/10.12740/pp/73973
1822,10_5114&hpr_2018_75860,https://doi.org/10.5114/hpr.2018.75860
1823,10_12740&app&78497,https://doi.org/10.12740/app/78497
1824,10_12740&app&80161,https://doi.org/10.12740/app/80161
1825,10_12740&PP&116908,https://doi.org/10.12740/PP/116908
1826,10_5114&areh_2021_112070,https://doi.org/10.5114/areh.2021.112070
1827,10_1515&chem-2017-0040,https://doi.org/10.1515/chem-2017-0040
1828,10_17951&j_2020_33_3_191-203,https://doi.org/10.17951/j.2020.33.3.191-203
1829,10_1007&s10943-020-01084-7,https://doi.org/10.1007/s10943-020-01084-7
1830,10_1007&s10943-021-01197-7,https://doi.org/10.1007/s10943-021-01197-7
1831,10_18290&pepsi-2021-0010,https://doi.org/10.18290/pepsi-2021-0010
1832,10_1097&MD_0000000000026572,https://doi.org/10.1097/MD.0000000000026572
1833,10_12913&22998624&112025,https://doi.org/10.12913/22998624/112025
1834,10_15199&62_2019_8_23,https://doi.org/10.15199/62.2019.8.23
1835,10_12913&22998624&74654,https://doi.org/10.12913/22998624/74654
1836,10_15199&62_2019_8_22,https://doi.org/10.15199/62.2019.8.22
1837,10_5604&01_3001_0010_4852,https://doi.org/10.5604/01.3001.0010.4852
1838,10_17559&tv-20160713104159,https://doi.org/10.17559/tv-20160713104159
1839,10_1088&1757-899x&600&1&012020,https://doi.org/10.1088/1757-899x/600/1/012020
1840,10_15199&62_2019_8_21,https://doi.org/10.15199/62.2019.8.21
1841,10_15199&62_2017_6_25,https://doi.org/10.15199/62.2017.6.25
1842,10_4467&2353737xct_17_026_6219,https://doi.org/10.4467/2353737xct.17.026.6219
1843,10_12913&22998624&75984,https://doi.org/10.12913/22998624/75984
1844,10_1016&j_ejmech_2019_111882,https://doi.org/10.1016/j.ejmech.2019.111882
1845,10_1080&17405629_2017_1422719,https://doi.org/10.1080/17405629.2017.1422719
1846,10_14691&cppj_23_1_43,https://doi.org/10.14691/cppj.23.1.43
1847,10_12913&22998624&125581,https://doi.org/10.12913/22998624/125581
1848,10_1007&s00278-018-0319-8,https://doi.org/10.1007/s00278-018-0319-8
1849,10_1177&2167696818791108,https://doi.org/10.1177/2167696818791108
1850,10_1024&1422-4917&a000633,https://doi.org/10.1024/1422-4917/a000633
1851,10_12913&22998624&142501,https://doi.org/10.12913/22998624/142501
1852,10_1007&S00426-021-01488-4,https://doi.org/10.1007/S00426-021-01488-4
1853,10_22432&pjsr_2021_21_03,https://doi.org/10.22432/pjsr.2021.21.03
1854,10_1007&s10750-019-04003-4,https://doi.org/10.1007/s10750-019-04003-4
1855,10_32383&farmpol&144974,https://doi.org/10.32383/farmpol/144974
1856,10_24425&119478,https://doi.org/10.24425/119478
1857,10_24425&ppb_2020_133769,https://doi.org/10.24425/ppb.2020.133769
1858,10_5114&hpr_2020_100415,https://doi.org/10.5114/hpr.2020.100415
1859,10_24425&ppb_2020_133772,https://doi.org/10.24425/ppb.2020.133772
1860,10_5604&01_3001_0014_1678,https://doi.org/10.5604/01.3001.0014.1678
1861,10_3390&IJERPH182212081,https://doi.org/10.3390/IJERPH182212081
1862,10_1053&j_jepm_2021_03_009,https://doi.org/10.1053/j.jepm.2021.03.009
1863,10_1556&2006_2021_00051,https://doi.org/10.1556/2006.2021.00051
1864,10_1007&s10508-021-02090-w,https://doi.org/10.1007/s10508-021-02090-w
1865,10_1111&ASAP_12274,https://doi.org/10.1111/ASAP.12274
1866,10_1017&S0003975621000072,https://doi.org/10.1017/S0003975621000072
1867,10_12740&pp&onlinefirst&114121,https://doi.org/10.12740/pp/onlinefirst/114121
1868,10_12740&pp&onlinefirst&94471,https://doi.org/10.12740/pp/onlinefirst/94471
1869,10_1016&j_envexpbot_2019_103900,https://doi.org/10.1016/j.envexpbot.2019.103900
1870,10_5604&01_3001_0010_7045,https://doi.org/10.5604/01.3001.0010.7045
1871,10_5604&01_3001_0012_8040,https://doi.org/10.5604/01.3001.0012.8040
1872,10_3390&ijerph18115542,https://doi.org/10.3390/ijerph18115542
1873,10_5114&cipp_2019_92957,https://doi.org/10.5114/cipp.2019.92957
1874,10_3390&brainsci11081013,https://doi.org/10.3390/brainsci11081013
1875,10_3389&FPSYG_2021_751679,https://doi.org/10.3389/FPSYG.2021.751679
1876,10_3389&FPSYG_2021_751350,https://doi.org/10.3389/FPSYG.2021.751350
1877,10_1016&j_ijpsycho_2017_07_007,https://doi.org/10.1016/j.ijpsycho.2017.07.007
1878,10_13174&pjambp_19_06_2018_06,https://doi.org/10.13174/pjambp.19.06.2018.06
1879,10_13174&pjambp_07_12_2020_01,https://doi.org/10.13174/pjambp.07.12.2020.01
1880,10_34766&fetr_v40i4_190,https://doi.org/10.34766/fetr.v40i4.190
1881,10_5964&JNC_6167,https://doi.org/10.5964/JNC.6167
1882,10_14746&se_2020_58_2,https://doi.org/10.14746/se.2020.58.2
1883,10_18290&rt_2019_66_1-7,https://doi.org/10.18290/rt.2019.66.1-7
1884,10_18290&rt_2019_66_10-7,https://doi.org/10.18290/rt.2019.66.10-7
1885,10_1515&pjph-2017-0011,https://doi.org/10.1515/pjph-2017-0011
1886,10_18290&rt_2017_64_1-12,https://doi.org/10.18290/rt.2017.64.1-12
1887,10_24425&sts_2020_132469,https://doi.org/10.24425/sts.2020.132469
1888,10_18290&rt_2018_65_10-10,https://doi.org/10.18290/rt.2018.65.10-10
1889,10_31648&pw_6471,https://doi.org/10.31648/pw.6471
1890,10_1007&s11126-020-09723-8,https://doi.org/10.1007/s11126-020-09723-8
1891,10_2478&cpp-2020-0016,https://doi.org/10.2478/cpp-2020-0016
1892,10_18290&rt206710-11,https://doi.org/10.18290/rt206710-11
1893,10_21277&sw_v2i8_344,https://doi.org/10.21277/sw.v2i8.344
1894,10_18290&rt_2017_64_10-11,https://doi.org/10.18290/rt.2017.64.10-11
1895,10_2478&cpp-2018-0007,https://doi.org/10.2478/cpp-2018-0007
1896,10_31108&1_2019_1_21_7,https://doi.org/10.31108/1.2019.1.21.7
1897,10_1002&ijop_12790,https://doi.org/10.1002/ijop.12790
1898,10_3389&fpsyt_2021_667536,https://doi.org/10.3389/fpsyt.2021.667536
1899,10_1080&00223891_2021_1998081,https://doi.org/10.1080/00223891.2021.1998081
1900,10_17951&j_2021_34_2_221-244,https://doi.org/10.17951/j.2021.34.2.221-244
1901,10_1016&j_jrp_2021_104159,https://doi.org/10.1016/j.jrp.2021.104159
1902,10_32674&jis_v12i3_3930,https://doi.org/10.32674/jis.v12i3.3930
1903,10_1163&15685373-12340116,https://doi.org/10.1163/15685373-12340116
1904,10_3389&fpsyg_2021_790333,https://doi.org/10.3389/fpsyg.2021.790333
1905,10_18290&PEPSI-2021-0006,https://doi.org/10.18290/PEPSI-2021-0006
1906,10_21697&sp_2017_17_1_01,https://doi.org/10.21697/sp.2017.17.1.01
1907,10_17951&j_2018_31_1_149-168,https://doi.org/10.17951/j.2018.31.1.149-168
1908,10_1007&s10902-019-00089-8,https://doi.org/10.1007/s10902-019-00089-8
1909,10_5114&cipp_2017_66890,https://doi.org/10.5114/cipp.2017.66890
1910,10_1016&j_paid_2017_10_040,https://doi.org/10.1016/j.paid.2017.10.040
1911,10_1016&j_paid_2020_110075,https://doi.org/10.1016/j.paid.2020.110075
1912,10_1371&journal_pone_0243448,https://doi.org/10.1371/journal.pone.0243448
1913,10_1007&s10902-020-00349-y,https://doi.org/10.1007/s10902-020-00349-y
1914,10_1016&j_paid_2021_111020,https://doi.org/10.1016/j.paid.2021.111020
1915,10_1016&j_pcrysgrow_2021_100543,https://doi.org/10.1016/j.pcrysgrow.2021.100543
1916,10_2217&fmb-2021-0167,https://doi.org/10.2217/fmb-2021-0167
1917,10_3390&cells10113013,https://doi.org/10.3390/cells10113013
1918,10_1515&bhk-2018-0024,https://doi.org/10.1515/bhk-2018-0024
1919,10_3389&fendo_2021_778442,https://doi.org/10.3389/fendo.2021.778442
1920,10_3390&foods10071624,https://doi.org/10.3390/foods10071624
1921,10_3390&nu13103570,https://doi.org/10.3390/nu13103570
1922,10_1108&NFS-07-2020-0264,https://doi.org/10.1108/NFS-07-2020-0264
1923,10_3389&fpsyt_2020_569981,https://doi.org/10.3389/fpsyt.2020.569981
1924,10_1038&s41598-021-85943-7,https://doi.org/10.1038/s41598-021-85943-7
1925,10_24255&hbj&85213,https://doi.org/10.24255/hbj/85213
1926,10_24255&hbj&81532,https://doi.org/10.24255/hbj/81532
1927,10_24255&hbj&114124,https://doi.org/10.24255/hbj/114124
1928,10_1371&journal_pone_0253145,https://doi.org/10.1371/journal.pone.0253145
1929,10_24425&bpasts_2021_137935,https://doi.org/10.24425/bpasts.2021.137935
1930,10_29119&1641-3466_2017_106_17,https://doi.org/10.29119/1641-3466.2017.106.17
1931,10_1016&j_apsusc_2016_12_040,https://doi.org/10.1016/j.apsusc.2016.12.040
1932,10_1039&c7ra06376h,https://doi.org/10.1039/c7ra06376h
1933,10_3389&fimmu_2018_01115,https://doi.org/10.3389/fimmu.2018.01115
1934,10_3390&v10100524,https://doi.org/10.3390/v10100524
1935,10_1007&s12010-018-2896-y,https://doi.org/10.1007/s12010-018-2896-y
1936,10_1016&j_colsurfb_2017_08_019,https://doi.org/10.1016/j.colsurfb.2017.08.019
1937,10_2217&nnm-2019-0166,https://doi.org/10.2217/nnm-2019-0166
1938,10_1007&s12010-017-2682-2,https://doi.org/10.1007/s12010-017-2682-2
1939,10_2147&ijn_s154797,https://doi.org/10.2147/ijn.s154797
1940,10_1016&j_colsurfb_2018_07_036,https://doi.org/10.1016/j.colsurfb.2018.07.036
1941,10_3390&ijms19020387,https://doi.org/10.3390/ijms19020387
1942,10_1016&j_tsf_2020_137856,https://doi.org/10.1016/j.tsf.2020.137856
1943,10_1002&pssa_201600318,https://doi.org/10.1002/pssa.201600318
1944,10_1007&s00436-018-6049-6,https://doi.org/10.1007/s00436-018-6049-6
1945,10_1016&j_carbpol_2017_08_087,https://doi.org/10.1016/j.carbpol.2017.08.087
1946,10_1007&s00249-016-1134-1,https://doi.org/10.1007/s00249-016-1134-1
1947,10_1016&j_taap_2017_10_014,https://doi.org/10.1016/j.taap.2017.10.014
1948,10_1002&admt_201700058,https://doi.org/10.1002/admt.201700058
1949,10_1016&j_apsusc_2019_02_082,https://doi.org/10.1016/j.apsusc.2019.02.082
1950,10_1016&j_matchemphys_2017_10_037,https://doi.org/10.1016/j.matchemphys.2017.10.037
1951,10_1016&j_tiv_2017_09_003,https://doi.org/10.1016/j.tiv.2017.09.003
1952,10_1007&s11051-017-3973-9,https://doi.org/10.1007/s11051-017-3973-9
1953,10_1016&j_colsurfb_2019_01_037,https://doi.org/10.1016/j.colsurfb.2019.01.037
1954,10_1016&j_toxlet_2017_03_006,https://doi.org/10.1016/j.toxlet.2017.03.006
1955,10_10139&c7ra06376h,https://doi.org/10.10139/c7ra06376h
1956,10_1016&j_tiv_2020_104931,https://doi.org/10.1016/j.tiv.2020.104931
1957,10_1016&j_scitotenv_2020_140545,https://doi.org/10.1016/j.scitotenv.2020.140545
1958,10_2147&IJN_S252027,https://doi.org/10.2147/IJN.S252027
1959,10_1016&j_jhazmat_2020_122442,https://doi.org/10.1016/j.jhazmat.2020.122442
1960,10_24425&opelre_2020_136111,https://doi.org/10.24425/opelre.2020.136111
1961,10_1016&j_tiv_2020_104774,https://doi.org/10.1016/j.tiv.2020.104774
1962,10_1039&D0RA10040D,https://doi.org/10.1039/D0RA10040D
1963,10_1039&D0RA10040D,https://doi.org/10.1039/D0RA10040D
1964,10_1016&j_colsurfa_2020_125003,https://doi.org/10.1016/j.colsurfa.2020.125003
1965,10_1002&slct_202100034,https://doi.org/10.1002/slct.202100034
1966,10_1186&s13071-020-04453-z,https://doi.org/10.1186/s13071-020-04453-z
1967,10_1039&D0RA06159J,https://doi.org/10.1039/D0RA06159J
1968,10_6007&ijarbss&v8-i3&3940,https://doi.org/10.6007/ijarbss/v8-i3/3940
1969,10_1504&ijwoe_2021_10037977,https://doi.org/10.1504/ijwoe.2021.10037977
1970,10_1117&12_2265867,https://doi.org/10.1117/12.2265867
1971,10_3390&GENES12040512,https://doi.org/10.3390/GENES12040512
1972,10_1016&j_socnet_2018_05_002,https://doi.org/10.1016/j.socnet.2018.05.002
1973,10_18564&jasss_4178,https://doi.org/10.18564/jasss.4178
1974,10_1073&PNAS_2023846118,https://doi.org/10.1073/PNAS.2023846118
1975,10_1038&S41467-021-21602-9,https://doi.org/10.1038/S41467-021-21602-9
1976,10_1136&medethics-2020-107153,https://doi.org/10.1136/medethics-2020-107153
1977,10_1007&s10508-020-01787-8,https://doi.org/10.1007/s10508-020-01787-8
1978,10_1080&19419899_2021_1888312,https://doi.org/10.1080/19419899.2021.1888312
1979,10_12740&PP&OnlineFirst&141563,https://doi.org/10.12740/PP/OnlineFirst/141563
1980,10_3390&brainsci10110849,https://doi.org/10.3390/brainsci10110849
1981,10_1007&S10902-019-00102-0,https://doi.org/10.1007/S10902-019-00102-0
1982,10_1016&j_pjnns_2017_05_004,https://doi.org/10.1016/j.pjnns.2017.05.004
1983,10_1007&s40519-018-0578-y,https://doi.org/10.1007/s40519-018-0578-y
1984,10_5114&noms_2019_88077,https://doi.org/10.5114/noms.2019.88077
1985,10_5604&01_3001_0012_2025,https://doi.org/10.5604/01.3001.0012.2025
1986,10_1007&s40519-018-0578-y,https://doi.org/10.1007/s40519-018-0578-y
1987,10_5114&pm_2020_97844,https://doi.org/10.5114/pm.2020.97844
1988,10_1186&s12889-021-11771-z,https://doi.org/10.1186/s12889-021-11771-z
1989,10_3390&BRAINSCI11020155,https://doi.org/10.3390/BRAINSCI11020155
1990,10_5964&spb_v13i2_27156,https://doi.org/10.5964/spb.v13i2.27156
1991,10_13075&mp_5893_00693,https://doi.org/10.13075/mp.5893.00693
1992,10_14691&CPPJ_24_2_315,https://doi.org/10.14691/CPPJ.24.2.315
1993,10_15557&pipk_2017_0036,https://doi.org/10.15557/pipk.2017.0036
1994,10_5114&ppn_2019_84354,https://doi.org/10.5114/ppn.2019.84354
1995,10_4467&20843879PR_19_021_11727,https://doi.org/10.4467/20843879PR.19.021.11727
1996,10_15557&PiPK_2021_0009,https://doi.org/10.15557/PiPK.2021.0009
1997,10_5114&cipp_2021_106412,https://doi.org/10.5114/cipp.2021.106412
1998,10_24425&nauka_2021_136306,https://doi.org/10.24425/nauka.2021.136306
1999,10_1027&0269-8803&A000272,https://doi.org/10.1027/0269-8803/A000272
2000,10_3389&FPSYG_2021_693287,https://doi.org/10.3389/FPSYG.2021.693287
2001,10_3389&FPSYG_2021_683012,https://doi.org/10.3389/FPSYG.2021.683012
2002,10_1038&S41597-020-00609-9,https://doi.org/10.1038/S41597-020-00609-9
2003,10_15804&EM_2017_02_13,https://doi.org/10.15804/EM.2017.02.13
2004,10_1038&S41598-021-88314-4,https://doi.org/10.1038/S41598-021-88314-4
2005,10_1080&0048721x_2019_1681078,https://doi.org/10.1080/0048721x.2019.1681078
2006,10_12797&rm_01_2019_05_04,https://doi.org/10.12797/rm.01.2019.05.04
2007,10_12797&rm_01_2019_05_07,https://doi.org/10.12797/rm.01.2019.05.07
2008,10_5604&01_3001_0013_2969,https://doi.org/10.5604/01.3001.0013.2969
2009,10_5604&01_3001_0013_2968,https://doi.org/10.5604/01.3001.0013.2968
2010,10_1080&10508619_2019_1687197,https://doi.org/10.1080/10508619.2019.1687197
2011,10_4467&25444972smpp_19_008_10258,https://doi.org/10.4467/25444972smpp.19.008.10258
2012,10_3828&rs_2019_03,https://doi.org/10.3828/rs.2019.03
2013,10_1177&0084672419894673,https://doi.org/10.1177/0084672419894673
2014,10_1177&0084672420926259,https://doi.org/10.1177/0084672420926259
2015,10_4467&25444972SMPP_20_017_12333,https://doi.org/10.4467/25444972SMPP.20.017.12333
2016,10_15804&EM_2017_02_13,https://doi.org/10.15804/EM.2017.02.13
2017,10_3389&FPSYG_2021_751350,https://doi.org/10.3389/FPSYG.2021.751350
2018,10_22432&PJSR_2020_19_18,https://doi.org/10.22432/PJSR.2020.19.18
2019,10_22432&pjsr_2020_19_18,https://doi.org/10.22432/pjsr.2020.19.18
2020,10_26402&jpp_2020_2_03,https://doi.org/10.26402/jpp.2020.2.03
2021,10_14656&PFP20200101,https://doi.org/10.14656/PFP20200101
2022,10_21307&ane-2021-012,https://doi.org/10.21307/ane-2021-012
2023,10_17219&acem&126287,https://doi.org/10.17219/acem/126287
2024,10_24917&20845596_12_1,https://doi.org/10.24917/20845596.12.1
2025,10_15503&onis2021_106_118,https://doi.org/10.15503/onis2021.106.118
2026,10_14746&ikps_2019_27_17,https://doi.org/10.14746/ikps.2019.27.17
2027,10_26444&ms&136503,https://doi.org/10.26444/ms/136503
2028,10_26355&eurrev_202108_26450,https://doi.org/10.26355/eurrev.202108.26450
2029,10_5114&pjp_2020_95413,https://doi.org/10.5114/pjp.2020.95413
2030,10_24425&110511,https://doi.org/10.24425/110511
2031,10_24917&20845596_12_15,https://doi.org/10.24917/20845596.12.15
2032,10_5114&ms_2021_107463,https://doi.org/10.5114/ms.2021.107463
2033,10_5114&cipp_2021_108736,https://doi.org/10.5114/cipp.2021.108736
2034,10_34766&fetr_v48i4_974,https://doi.org/10.34766/fetr.v48i4.974
2035,10_3389&fpsyg_2018_01081,https://doi.org/10.3389/fpsyg.2018.01081
2036,10_3389&fnhum_2020_00119,https://doi.org/10.3389/fnhum.2020.00119
2037,10_1080&0144929x_2017_1364422,https://doi.org/10.1080/0144929x.2017.1364422
2038,10_3389&fpsyg_2020_00182,https://doi.org/10.3389/fpsyg.2020.00182
2039,10_1016&j_dcn_2020_100763,https://doi.org/10.1016/j.dcn.2020.100763
2040,10_2478&plc-2019-0006,https://doi.org/10.2478/plc-2019-0006
2041,10_1515&plc-2017-0016,https://doi.org/10.1515/plc-2017-0016
2042,10_3389&fpsyg_2020_00596,https://doi.org/10.3389/fpsyg.2020.00596
2043,10_1093&deafed&enab015,https://doi.org/10.1093/deafed/enab015
2044,10_1111&desc_13007,https://doi.org/10.1111/desc.13007
2045,10_3389&fpsyg_2021_653423,https://doi.org/10.3389/fpsyg.2021.653423
2046,10_1016&j_paid_2018_12_019,https://doi.org/10.1016/j.paid.2018.12.019
2047,10_1177&1069397118816939,https://doi.org/10.1177/1069397118816939
2048,10_1111&pops_12572,https://doi.org/10.1111/pops.12572
2049,10_1016&j_paid_2018_03_052,https://doi.org/10.1016/j.paid.2018.03.052
2050,10_1016&j_paid_2016_09_058,https://doi.org/10.1016/j.paid.2016.09.058
2051,10_1002&ijop_12678,https://doi.org/10.1002/ijop.12678
2052,10_1016&j_ijintrel_2020_08_007,https://doi.org/10.1016/j.ijintrel.2020.08.007
2053,10_1177&1368430221992114,https://doi.org/10.1177/1368430221992114
2054,10_1037&xlm0000676,https://doi.org/10.1037/xlm0000676
2055,10_3758&s13421-018-0854-0,https://doi.org/10.3758/s13421-018-0854-0
2056,10_1037&XGE0000695,https://doi.org/10.1037/XGE0000695
2057,10_1002&ACP_3718,https://doi.org/10.1002/ACP.3718
2058,10_1016&J_JML_2020_104189,https://doi.org/10.1016/J.JML.2020.104189
2059,10_1016&j_eurpsy_2019_01_002,https://doi.org/10.1016/j.eurpsy.2019.01.002
2060,10_1177&0956797620968526,https://doi.org/10.1177/0956797620968526
2061,10_1098&rsos_200589,https://doi.org/10.1098/rsos.200589
2062,10_1038&s41597-020-00784-9,https://doi.org/10.1038/s41597-020-00784-9
2063,10_3390&ijerph18168467,https://doi.org/10.3390/ijerph18168467
2064,10_1016&j_ijpsycho_2021_09_005,https://doi.org/10.1016/j.ijpsycho.2021.09.005
2065,10_3390&brainsci11121549,https://doi.org/10.3390/brainsci11121549
2066,10_1080&02699052_2021_1927186,https://doi.org/10.1080/02699052.2021.1927186
2067,10_1080&09297049_2021_1961702,https://doi.org/10.1080/09297049.2021.1961702
2068,10_1016&j_psychres_2018_11_012,https://doi.org/10.1016/j.psychres.2018.11.012
2069,10_1080&13546805_2017_1356710,https://doi.org/10.1080/13546805.2017.1356710
2070,10_1016&j_physletb_2019_135048,https://doi.org/10.1016/j.physletb.2019.135048
2071,10_1016&j_physletb_2019_135042,https://doi.org/10.1016/j.physletb.2019.135042
2072,10_1103&physrevc_100_044902,https://doi.org/10.1103/physrevc.100.044902
2073,10_1016&j_physletb_2019_135049,https://doi.org/10.1016/j.physletb.2019.135049
2074,10_1103&physrevc_100_064908,https://doi.org/10.1103/physrevc.100.064908
2075,10_1007&jhep12(2019)059,https://doi.org/10.1007/jhep12(2019)059
2076,10_18778&1427-969x_22_02,https://doi.org/10.18778/1427-969x.22.02
2077,10_1140&epjc&s10052-019-7276-4,https://doi.org/10.1140/epjc/s10052-019-7276-4
2078,10_5604&01_3001_0015_0042,https://doi.org/10.5604/01.3001.0015.0042
2079,10_1109&techspo_2018_8584627,https://doi.org/10.1109/techspo.2018.8584627
2080,10_1109&VRW50115_2020_00267,https://doi.org/10.1109/VRW50115.2020.00267
2081,10_18290&rpsych_2019_22_1-2,https://doi.org/10.18290/rpsych.2019.22.1-2
2082,10_1109&ISMAR-Adjunct54149_2021_00122,https://doi.org/10.1109/ISMAR-Adjunct54149.2021.00122
2083,10_1016&j_jpsychires_2020_12_059,https://doi.org/10.1016/j.jpsychires.2020.12.059
2084,10_1016&j_jpsychires_2020_12_047,https://doi.org/10.1016/j.jpsychires.2020.12.047
2085,10_1136&bmj_n2202,https://doi.org/10.1136/bmj.n2202
2086,10_35808&ERSJ&2449,https://doi.org/10.35808/ERSJ/2449
2087,10_29354&diag&133199,https://doi.org/10.29354/diag/133199
2088,10_3389&fnins_2021_727440,https://doi.org/10.3389/fnins.2021.727440
2089,10_3389&FNINT_2021_734930,https://doi.org/10.3389/FNINT.2021.734930
2090,10_5281&zenodo_580863,https://doi.org/10.5281/zenodo.580863
2091,10_1016&j_jrp_2017_09_002,https://doi.org/10.1016/j.jrp.2017.09.002
2092,10_1080&00207454_2020_1748621,https://doi.org/10.1080/00207454.2020.1748621
2093,10_1016&j_genhosppsych_2017_04_013,https://doi.org/10.1016/j.genhosppsych.2017.04.013
2094,10_1002&jclp_22617,https://doi.org/10.1002/jclp.22617
2095,10_1080&02699931_2018_1541168,https://doi.org/10.1080/02699931.2018.1541168
2096,10_1007&s12144-019-0164-0,https://doi.org/10.1007/s12144-019-0164-0
2097,10_1007&s10902-018-9979-x,https://doi.org/10.1007/s10902-018-9979-x
2098,10_1016&j_genhosppsych_2019_04_014,https://doi.org/10.1016/j.genhosppsych.2019.04.014
2099,10_1016&j_rmed_2017_04_011,https://doi.org/10.1016/j.rmed.2017.04.011
2100,10_13075&mp_5893_00703,https://doi.org/10.13075/mp.5893.00703
2101,10_15557&pipk_2018_0007,https://doi.org/10.15557/pipk.2018.0007
2102,10_1145&3204493_3204533,https://doi.org/10.1145/3204493.3204533
2103,10_1080&00207284_2019_1653189,https://doi.org/10.1080/00207284.2019.1653189
2104,10_1016&s1474-4422(17)30161-8,https://doi.org/10.1016/s1474-4422(17)30161-8
2105,10_36141&svdld_v35i2_6604,https://doi.org/10.36141/svdld.v35i2.6604
2106,10_1016&S1474-4422(17)30161-8,https://doi.org/10.1016/S1474-4422(17)30161-8
2107,10_1080&02699931_2020_1795627,https://doi.org/10.1080/02699931.2020.1795627
2108,10_1007&s12671-020-01353-2,https://doi.org/10.1007/s12671-020-01353-2
2109,10_1007&s12671-020-01314-9,https://doi.org/10.1007/s12671-020-01314-9
2110,10_1016&j_comppsych_2020_152222,https://doi.org/10.1016/j.comppsych.2020.152222
2111,10_3389&fpsyt_2021_562899,https://doi.org/10.3389/fpsyt.2021.562899
2112,10_1556&2006_2020_00075,https://doi.org/10.1556/2006.2020.00075
2113,10_5114&ppn_2021_108474,https://doi.org/10.5114/ppn.2021.108474
2114,10_1080&00207454_2021_1909010,https://doi.org/10.1080/00207454.2021.1909010
2115,10_1192&j_eurpsy_2021_1639,https://doi.org/10.1192/j.eurpsy.2021.1639
2116,10_5114&ppn_2021_110764,https://doi.org/10.5114/ppn.2021.110764
2117,10_1017&S0033291721005420,https://doi.org/10.1017/S0033291721005420
2118,10_3758&s13428-020-01400-9,https://doi.org/10.3758/s13428-020-01400-9
