name,orcid,doi,title,date,journal,filename,Article_ID,author_id
Maciej Kościelniak,https://orcid.org/0000-0003-3452-864X,https://doi.org/10.3389/fpsyg.2018.02321,Commentary: The Attraction Effect in Decision Making: Superior Performance by Older Adults,2018-11,Frontiers in Psychology,Maciej_Kościelniak_6,10-3389_fpsyg-2018-02321,51C8B9C4AD81A99EFB49AF41D059380298C4BCC3
Maciej Kościelniak,https://orcid.org/0000-0003-3452-864X,https://doi.org/10.7366/1896180020174202,Zmiana w wyglądzie zewnętrznym polityka a jego wizerunek,2017,Psychologia Społeczna,Maciej_Kościelniak_7,10-7366_1896180020174202,51C8B9C4AD81A99EFB49AF41D059380298C4BCC3
Maciej Kościelniak,https://orcid.org/0000-0003-3452-864X,https://doi.org/10.3389/fpsyg.2017.00541,Response: Commentary: Effects of Age and Initial Risk Perception on Balloon Analog Risk Task: The Mediating Role of Processing Speed and Need for Cognitive Closure,11/04/2017,Frontiers in Psychology,Maciej_Kościelniak_8,10-3389_fpsyg-2017-00541,51C8B9C4AD81A99EFB49AF41D059380298C4BCC3
Natalia Kowalczyk-Grębska,https://orcid.org/0000-0002-2294-5529,https://doi.org/10.1556/2006.2021.00002,White matter microstructural and Compulsive Sexual Behaviors Disorder - Diffusion Tensor Imaging study.,10/02/2021,Journal of behavioral addictions,Natalia_Kowalczyk-Grębska_1,10-1556_2006-2021-00002,592DE64CC9629986C072CCF83B9B7FE83D53A2F5
Natalia Kowalczyk-Grębska,https://orcid.org/0000-0002-2294-5529,https://doi.org/10.1111/nyas.14548,Lenticular nucleus volume predicts performance in real‐time strategy game: cross‐sectional and training approach using voxel‐based morphometry,29/12/2020,Annals of the New York Academy of Sciences,Natalia_Kowalczyk-Grębska_2,10-1111_nyas-14548,592DE64CC9629986C072CCF83B9B7FE83D53A2F5
Natalia Kowalczyk-Grębska,https://orcid.org/0000-0002-2294-5529,https://doi.org/10.36921/kos.2020_2626,Gry wideo a zmiany strukturalne mózgu,11/04/2020,Kosmos,Natalia_Kowalczyk-Grębska_3,10-36921_kos-2020_2626,592DE64CC9629986C072CCF83B9B7FE83D53A2F5
Natalia Kowalczyk-Grębska,https://orcid.org/0000-0002-2294-5529,https://doi.org/10.1002/hbm.24208,Real-time strategy video game experience and structural connectivity - A diffusion tensor imaging study,2018-09,,Natalia_Kowalczyk-Grębska_4,10-1002_hbm-24208,592DE64CC9629986C072CCF83B9B7FE83D53A2F5
Agata Kozłowska,https://orcid.org/0000-0002-4813-5233,https://doi.org/10.31648/przegldpsychologiczny.7789,Indirect commercialization of psychological research based on results of the DESMoPsI project,28/12/2021,Przegląd Psychologiczny,Agata_Kozłowska_1,10-31648_przegldpsychologiczny-7789,CEAB2BEAEADE18CA12D6753D1DB2F8E29E88C28F
Agata Kozłowska,https://orcid.org/0000-0002-4813-5233,https://doi.org/10.31648/pp.7321,Komercjalizacja pośrednia w obszarze psychologii na przykładzie projektu DESMoPsI,22/12/2021,Przegląd Psychologiczny,Agata_Kozłowska_2,10-31648_pp-7321,CEAB2BEAEADE18CA12D6753D1DB2F8E29E88C28F
Agata Kozłowska,https://orcid.org/0000-0002-4813-5233,https://doi.org/10.2478/anre-2021-0011,Evolutionary origins of music. Classical and recent hypotheses,30/06/2021,Anthropological Review,Agata_Kozłowska_3,10-2478_anre-2021-0011,CEAB2BEAEADE18CA12D6753D1DB2F8E29E88C28F
Agata Kozłowska,https://orcid.org/0000-0002-4813-5233,empty,"Psychologiczne interwencje internetowe – pojęcia, zastosowania i wyzwania",2018,Nauka,Agata_Kozłowska_4,3.73E+18,CEAB2BEAEADE18CA12D6753D1DB2F8E29E88C28F
Izabela Krejtz,https://orcid.org/0000-0002-9827-8371,https://doi.org/10.31648/pp.7838,Diagnostic tools for assessment of cognitive functioning in children and youth – the implementation project,21/12/2021,Przegląd Psychologiczny,Izabela_Krejtz_1,10-31648_pp-7838,B6E230B19252466C1E6210902478CBC07E3A0F80
Izabela Krejtz,https://orcid.org/0000-0002-9827-8371,https://doi.org/10.1080/00207454.2020.1748621,"Mindfulness-based cognitive therapy reduces clinical symptoms, but do not change frontal alpha asymmetry in people with major depression disorder",2020,International Journal of Neuroscience,Izabela_Krejtz_2,10-1080_00207454-2020-1748621,B6E230B19252466C1E6210902478CBC07E3A0F80
Izabela Krejtz,https://orcid.org/0000-0002-9827-8371,https://doi.org/10.1007/s12671-020-01353-2,Modification of Attentional Bias to Emotional Faces Following Mindfulness-Based Cognitive Therapy in People with a Current Depression,2020,Mindfulness,Izabela_Krejtz_3,10-1007_s12671-020-01353-2,B6E230B19252466C1E6210902478CBC07E3A0F80
Izabela Krejtz,https://orcid.org/0000-0002-9827-8371,https://doi.org/10.1007/s11218-020-09557-z,Stereotype threat as an antecedent to domain identification and achievement in language arts in boys: a cross-sectional study,2020,Social Psychology of Education,Izabela_Krejtz_4,10-1007_s11218-020-09557-z,B6E230B19252466C1E6210902478CBC07E3A0F80
Izabela Krejtz,https://orcid.org/0000-0002-9827-8371,https://doi.org/10.1080/02699931.2020.1795627,Manifestations of clinical depression in daily life: a daily diary study of descriptions of naturally occurring events,16/11/2020,Cognition and Emotion,Izabela_Krejtz_5,10-1080_02699931-2020-1795627,B6E230B19252466C1E6210902478CBC07E3A0F80
Izabela Krejtz,https://orcid.org/0000-0002-9827-8371,https://doi.org/10.1002/pits.22413,Stereotype threat is linked to language achievement and domain identification in young males: Working memory and intellectual helplessness as mediators,05/09/2020,Psychology in the Schools,Izabela_Krejtz_6,10-1002_pits-22413,B6E230B19252466C1E6210902478CBC07E3A0F80
Izabela Krejtz,https://orcid.org/0000-0002-9827-8371,https://doi.org/10.5007/2175-7968.2020v40n2p377,Legendas na imagem fílmica: uma visão geral dos estudos em rastreamento ocular,19/05/2020,Cadernos de Tradução,Izabela_Krejtz_7,10-5007_2175-7968-2020v40n2p377,B6E230B19252466C1E6210902478CBC07E3A0F80
Izabela Krejtz,https://orcid.org/0000-0002-9827-8371,https://doi.org/10.1080/02699931.2018.1541168,Attention to negative words predicts daily rumination among people with clinical depression: evidence from an eye tracking and daily diary study,2019,Cognition and Emotion,Izabela_Krejtz_8,10-1080_02699931-2018-1541168,B6E230B19252466C1E6210902478CBC07E3A0F80
Izabela Krejtz,https://orcid.org/0000-0002-9827-8371,https://doi.org/10.1007/s11218-019-09478-6,"Chronic stereotype threat and mathematical achievement in age cohorts of secondary school girls: mediational role of working memory, and intellectual helplessness",2019,Social Psychology of Education,Izabela_Krejtz_9,10-1007_s11218-019-09478-6,B6E230B19252466C1E6210902478CBC07E3A0F80
Izabela Krejtz,https://orcid.org/0000-0002-9827-8371,https://doi.org/10.3389/fpsyg.2019.01372,Concrete vs. abstract processing in repetitive negative thinking: Distinct functional effects on emotional reactivity and attentional control,2019,Frontiers in Psychology,Izabela_Krejtz_10,10-3389_fpsyg-2019-01372,B6E230B19252466C1E6210902478CBC07E3A0F80
Izabela Krejtz,https://orcid.org/0000-0002-9827-8371,https://doi.org/10.1016/j.genhosppsych.2019.04.014,Relationship between alexithymia and variability of blood pressure measured with ABPM in hypertensive patients,2019,General Hospital Psychiatry,Izabela_Krejtz_11,10-1016_j-genhosppsych-2019-04-014,B6E230B19252466C1E6210902478CBC07E3A0F80
Izabela Krejtz,https://orcid.org/0000-0002-9827-8371,https://doi.org/10.1007/s12144-019-0164-0,The factor structure of a Polish language version of the hospital anxiety depression scale (HADS),2019,Current Psychology,Izabela_Krejtz_12,10-1007_s12144-019-0164-0,B6E230B19252466C1E6210902478CBC07E3A0F80
Izabela Krejtz,https://orcid.org/0000-0002-9827-8371,https://doi.org/10.3389/fpsyg.2019.01365,Using a gratitude intervention to improve the lives of women with breast cancer: A daily diary study,2019,Frontiers in Psychology,Izabela_Krejtz_13,10-3389_fpsyg-2019-01365,B6E230B19252466C1E6210902478CBC07E3A0F80
Izabela Krejtz,https://orcid.org/0000-0002-9827-8371,https://doi.org/10.1007/s10902-018-9979-x,"Within-Person Relationships Among Daily Gratitude, Well-Being, Stress, and Positive Experiences",2019,Journal of Happiness Studies,Izabela_Krejtz_14,10-1007_s10902-018-9979-x,B6E230B19252466C1E6210902478CBC07E3A0F80
Izabela Krejtz,https://orcid.org/0000-0002-9827-8371,https://doi.org/10.1093/deafed/enz036,Attention Dynamics During Emotion Recognition by Deaf and Hearing Individuals,29/10/2019,The Journal of Deaf Studies and Deaf Education,Izabela_Krejtz_15,10-1093_deafed_enz036,B6E230B19252466C1E6210902478CBC07E3A0F80
Izabela Krejtz,https://orcid.org/0000-0002-9827-8371,https://doi.org/10.3389/fpsyg.2018.00428,"Chronic stereotype threat is associated with mathematical achievement on representative sample of secondary schoolgirls: The role of gender identification, working memory, and intellectual helplessness",2018,Frontiers in Psychology,Izabela_Krejtz_16,10-3389_fpsyg-2018-00428,B6E230B19252466C1E6210902478CBC07E3A0F80
Izabela Krejtz,https://orcid.org/0000-0002-9827-8371,https://doi.org/10.1371/journal.pone.0203629,Eye tracking cognitive load using pupil diameter and microsaccades with fixed gaze,2018,PLoS ONE,Izabela_Krejtz_17,10-1371_journal-pone-0203629,B6E230B19252466C1E6210902478CBC07E3A0F80
Izabela Krejtz,https://orcid.org/0000-0002-9827-8371,https://doi.org/10.1002/jclp.22617,Positive online attentional training as a means of modifying attentional and interpretational biases among the clinically depressed: An experimental study using eye tracking,15/09/2018,Journal of Clinical Psychology,Izabela_Krejtz_18,10-1002_jclp-22617,B6E230B19252466C1E6210902478CBC07E3A0F80
Izabela Krejtz,https://orcid.org/0000-0002-9827-8371,https://doi.org/10.1016/j.genhosppsych.2017.04.013,Association of anxiety sensitivity-physical concerns and FVC with dyspnea severity in sarcoidosis,2017,General Hospital Psychiatry,Izabela_Krejtz_19,10-1016_j-genhosppsych-2017-04-013,B6E230B19252466C1E6210902478CBC07E3A0F80
Izabela Krejtz,https://orcid.org/0000-0002-9827-8371,https://doi.org/10.1016/j.jrp.2017.09.002,Positive daily experiences can buffer the negative effects of daily stress: A conceptual replication,2017,Journal of Research in Personality,Izabela_Krejtz_20,10-1016_j-jrp-2017-09-002,B6E230B19252466C1E6210902478CBC07E3A0F80
Izabela Krejtz,https://orcid.org/0000-0002-9827-8371,empty,UNCONTROLLABILITY IN THE CLASSROOM The intellectual helplessness perspective,2017,Coping with Lack of Control in a Social World,Izabela_Krejtz_21,-6.17E+18,B6E230B19252466C1E6210902478CBC07E3A0F80
Aleksandra Karolina Kroemeke,https://orcid.org/0000-0001-8707-742X,https://doi.org/10.1186/s12877-020-01952-7,Does physical activity lower the risk for metabolic syndrome: a longitudinal study of physically active older women.,2021-01,BMC geriatrics,Aleksandra_Karolina_Kroemeke_1,10-1186_s12877-020-01952-7,47016DF1329657C656CB7695D0148E17BAB50EE4
Aleksandra Karolina Kroemeke,https://orcid.org/0000-0001-8707-742X,empty,Well-being trajectories following retirement: a compensatory role of self-enhancement values in disadvantaged women,2020,Journal of Happiness Studies,Aleksandra_Karolina_Kroemeke_2,2.72E+18,47016DF1329657C656CB7695D0148E17BAB50EE4
Aleksandra Karolina Kroemeke,https://orcid.org/0000-0001-8707-742X,https://doi.org/10.1002/pon.5440,Daily received support and relational functioning in HCT survivors and their caregivers.,02/07/2020,Psycho-oncology,Aleksandra_Karolina_Kroemeke_3,10-1002_pon-5440,47016DF1329657C656CB7695D0148E17BAB50EE4
Aleksandra Karolina Kroemeke,https://orcid.org/0000-0001-8707-742X,https://doi.org/10.3389/fpsyg.2019.02195,Protective Buffering and Individual and Relational Adjustment Following Hematopoietic Stem Cell Transplantation: A Dyadic Daily-Diary Study.,2019-09,Frontiers in Psychology,Aleksandra_Karolina_Kroemeke_4,10-3389_fpsyg-2019-02195,47016DF1329657C656CB7695D0148E17BAB50EE4
Aleksandra Karolina Kroemeke,https://orcid.org/0000-0001-8707-742X,https://doi.org/10.1080/10615806.2019.1660321,Salutary effect of daily coping self-efficacy: impact on day-by-day coping to mood effects within dyads following hematopoietic stem cell transplantation.,2019-08,"Anxiety, stress, and coping",Aleksandra_Karolina_Kroemeke_5,10-1080_10615806-2019-1660321,47016DF1329657C656CB7695D0148E17BAB50EE4
Aleksandra Karolina Kroemeke,https://orcid.org/0000-0001-8707-742X,https://doi.org/10.3389/fnagi.2019.00126,Working Memory Capacity as a Predictor of Cognitive Training Efficacy in the Elderly Population.,2019-05,Frontiers in Aging Neuroscience,Aleksandra_Karolina_Kroemeke_6,10-3389_fnagi-2019-00126,47016DF1329657C656CB7695D0148E17BAB50EE4
Aleksandra Karolina Kroemeke,https://orcid.org/0000-0001-8707-742X,https://doi.org/10.1037/ccp0000398,Dyadic support and affect in patient-caregiver dyads following hematopoietic stem-cell transplantation: A diary study.,2019-04,Journal of consulting and clinical psychology,Aleksandra_Karolina_Kroemeke_7,10-1037_ccp0000398,47016DF1329657C656CB7695D0148E17BAB50EE4
Aleksandra Karolina Kroemeke,https://orcid.org/0000-0001-8707-742X,empty,A growth mixture modelling study of learning trajectories in an extended computerised working memory training programme developed for young children diagnosed with attention-deficit/hyperactivity disorder,02/02/2019,Frontiers in Education,Aleksandra_Karolina_Kroemeke_8,3.37E+18,47016DF1329657C656CB7695D0148E17BAB50EE4
Aleksandra Karolina Kroemeke,https://orcid.org/0000-0001-8707-742X,https://doi.org/10.3389/fpsyg.2019.00059,Coping flexibility and health-related quality of life among older adults: compensatory effect of co-rumination,23/01/2019,Frontiers in Psychology,Aleksandra_Karolina_Kroemeke_9,10-3389_fpsyg-2019-00059,47016DF1329657C656CB7695D0148E17BAB50EE4
Aleksandra Karolina Kroemeke,https://orcid.org/0000-0001-8707-742X,https://doi.org/10.1007/s10865-018-9968-x,"Fluctuation in physical symptoms, coping, and mood in patients following hematopoietic stem cell transplantation: assessing mediation effects using a daily diary approach",2018,Journal of Behavioral Medicine,Aleksandra_Karolina_Kroemeke_10,10-1007_s10865-018-9968-x,47016DF1329657C656CB7695D0148E17BAB50EE4
Aleksandra Karolina Kroemeke,https://orcid.org/0000-0001-8707-742X,https://doi.org/10.1371/journal.pone.0200124,Positive and negative adjustment in couples undergoing infertility treatment: The impact of support exchange,2018,PLoS ONE,Aleksandra_Karolina_Kroemeke_11,10-1371_journal-pone-0200124,47016DF1329657C656CB7695D0148E17BAB50EE4
Aleksandra Karolina Kroemeke,https://orcid.org/0000-0001-8707-742X,https://doi.org/10.1002/pon.4619,Psychophysical well-being profiles in patients before hematopoietic stem cell transplantation,2018,Psycho-Oncology,Aleksandra_Karolina_Kroemeke_12,10-1002_pon-4619,47016DF1329657C656CB7695D0148E17BAB50EE4
Aleksandra Karolina Kroemeke,https://orcid.org/0000-0001-8707-742X,https://doi.org/10.1007/s11136-017-1705-3,Everyday life following hematopoietic stem cell transplantation: decline in physical symptoms within the first month and change-related predictors.,2018-09,"Quality of life research : an international journal of quality of life aspects of treatment, care and rehabilitation",Aleksandra_Karolina_Kroemeke_13,10-1007_s11136-017-1705-3,47016DF1329657C656CB7695D0148E17BAB50EE4
Aleksandra Karolina Kroemeke,https://orcid.org/0000-0001-8707-742X,https://doi.org/10.1007/s10522-017-9693-9,Associations of visceral fat area and physical activity levels with the risk of metabolic syndrome in postmenopausal women,2017,Biogerontology,Aleksandra_Karolina_Kroemeke_14,10-1007_s10522-017-9693-9,47016DF1329657C656CB7695D0148E17BAB50EE4
Aleksandra Karolina Kroemeke,https://orcid.org/0000-0001-8707-742X,https://doi.org/10.1515/ppb-2017-0039,Heterogeneity of change in state affect following insulin therapy initiation in type 2 diabetic patients,2017,Polish Psychological Bulletin,Aleksandra_Karolina_Kroemeke_15,10-1515_ppb-2017-0039,47016DF1329657C656CB7695D0148E17BAB50EE4
Aleksandra Karolina Kroemeke,https://orcid.org/0000-0001-8707-742X,https://doi.org/10.3389/fpsyg.2017.01245,Mixed Psychological Changes Following Mastectomy: Unique Predictors and Heterogeneity of Post-traumatic Growth and Post-traumatic Depreciation.,2017,Frontiers in Psychology,Aleksandra_Karolina_Kroemeke_16,10-3389_fpsyg-2017-01245,47016DF1329657C656CB7695D0148E17BAB50EE4
Aleksandra Karolina Kroemeke,https://orcid.org/0000-0001-8707-742X,empty,Actor and partner effects of coping on adjustment in couples undergoing assisted reproduction treatment,2017-12,Health Psychology Report,Aleksandra_Karolina_Kroemeke_17,5.99E+18,47016DF1329657C656CB7695D0148E17BAB50EE4
Katarzyna Anna Kuć,https://orcid.org/0000-0002-1474-8410,https://doi.org/10.3390/brainsci11020178,The association between executive functions and body weight/BMI in children and adolescents with ADHD,2021,Brain Sciences,Katarzyna_Anna_Kuć_1,10-3390_brainsci11020178,99F73133CC66B352000956DF0A5C12760724830E
Katarzyna Anna Kuć,https://orcid.org/0000-0002-1474-8410,https://doi.org/10.3390/nu13082504,Age-Related Cognitive Decline May Be Moderated by Frequency of Specific Food Products Consumption,22/07/2021,Nutrients,Katarzyna_Anna_Kuć_2,10-3390_nu13082504,99F73133CC66B352000956DF0A5C12760724830E
Katarzyna Anna Kuć,https://orcid.org/0000-0002-1474-8410,https://doi.org/10.1089/cap.2020.0075,The Occurrence of Overweight and Obesity in Children and Adolescents with Attention-Deficit/Hyperactivity Disorder According to Three Different Diagnostic Criteria for Obesity.,2021-01,Journal of child and adolescent psychopharmacology,Katarzyna_Anna_Kuć_3,10-1089_cap-2020-0075,99F73133CC66B352000956DF0A5C12760724830E
Katarzyna Anna Kuć,https://orcid.org/0000-0002-1474-8410,https://doi.org/10.1016/j.clinph.2020.05.028,Cortical source analysis of resting state EEG data in children with attention deficit hyperactivity disorder,2020,Clinical Neurophysiology,Katarzyna_Anna_Kuć_4,10-1016_j-clinph-2020-05-028,99F73133CC66B352000956DF0A5C12760724830E
Katarzyna Anna Kuć,https://orcid.org/0000-0002-1474-8410,https://doi.org/10.1038/s41598-020-63296-x,The SLC6A3 gene polymorphism is related to the development of attentional functions but not to ADHD,10/04/2020,Scientific Reports,Katarzyna_Anna_Kuć_5,10-1038_s41598-020-63296-x,99F73133CC66B352000956DF0A5C12760724830E
Katarzyna Anna Kuć,https://orcid.org/0000-0002-1474-8410,https://doi.org/10.3389/fnhum.2017.00285,Age-related changes in resting-state eeg activity in attention deficit/hyperactivity disorder: A cross-sectional study,2017,Frontiers in Human Neuroscience,Katarzyna_Anna_Kuć_6,10-3389_fnhum-2017-00285,99F73133CC66B352000956DF0A5C12760724830E
Wojciech Marek Kulesza,https://orcid.org/0000-0001-5457-6396,https://doi.org/10.3390/su132212562,Research on Unrealistic Optimism among HoReCa Workers as a Possible Future Hotspot of Infections,2021-11,Sustainability,Wojciech_Marek_Kulesza_1,10-3390_su132212562,8EF965F43F69396429D518FBE66A9D0AF9D2CDF1
Wojciech Marek Kulesza,https://orcid.org/0000-0001-5457-6396,https://doi.org/10.1027/2151-2604/a000451,You Want to Know the Truth? Then Don’t Mimic!,2021-09,Zeitschrift für Psychologie,Wojciech_Marek_Kulesza_2,10-1027_2151-2604_a000451,8EF965F43F69396429D518FBE66A9D0AF9D2CDF1
Wojciech Marek Kulesza,https://orcid.org/0000-0001-5457-6396,https://doi.org/10.24425/ppb.2020.132650,Guilt is never to be doubted? A novel experimental procedure,2020,Polish Psychological Bulletin,Wojciech_Marek_Kulesza_3,10-24425_ppb-2020-132650,8EF965F43F69396429D518FBE66A9D0AF9D2CDF1
Wojciech Marek Kulesza,https://orcid.org/0000-0001-5457-6396,https://doi.org/10.5114/aoms.2020.99592,"We are infected with the new, mutated virus UO-COVID-19",02/10/2020,Archives of Medical Science,Wojciech_Marek_Kulesza_4,10-5114_aoms-2020-99592,8EF965F43F69396429D518FBE66A9D0AF9D2CDF1
Wojciech Marek Kulesza,https://orcid.org/0000-0001-5457-6396,https://doi.org/10.3390/jcm9051464,"Unrealistic Optimism in the Time of Coronavirus Pandemic: May It Help to Kill, If So—Whom: Disease or the Person?",13/05/2020,Journal of Clinical Medicine,Wojciech_Marek_Kulesza_5,10-3390_jcm9051464,8EF965F43F69396429D518FBE66A9D0AF9D2CDF1
Wojciech Marek Kulesza,https://orcid.org/0000-0001-5457-6396,https://doi.org/10.1080/00224545.2020.1758017,Dialogue and labeling. Are these helpful in finding volunteers?,29/04/2020,The Journal of Social Psychology,Wojciech_Marek_Kulesza_6,10-1080_00224545-2020-1758017,8EF965F43F69396429D518FBE66A9D0AF9D2CDF1
Wojciech Marek Kulesza,https://orcid.org/0000-0001-5457-6396,https://doi.org/10.1016/j.jesp.2018.06.007,The mere liking effect: Attitudinal influences on attributions of moral character,2018,Journal of Experimental Social Psychology,Wojciech_Marek_Kulesza_7,10-1016_j-jesp-2018-06-007,8EF965F43F69396429D518FBE66A9D0AF9D2CDF1
Wojciech Marek Kulesza,https://orcid.org/0000-0001-5457-6396,https://doi.org/10.32872%2Fspb.v13i4.25660,The Internet chess rules change: Queen equals to pawn. To spread the concept you do not need a queen but a lot of pawns,23/12/2018,Social Psychological Bulletin,Wojciech_Marek_Kulesza_8,10-32872%2Fspb-v13i4-25660,8EF965F43F69396429D518FBE66A9D0AF9D2CDF1
Wojciech Marek Kulesza,https://orcid.org/0000-0001-5457-6396,https://doi.org/10.1177/1938965518797075,"Temporal Aspects of the Chameleon Effect and Hospitality: The Link Between Mimicry, Its Impact, and Duration",06/09/2018,Cornell Hospitality Quarterly,Wojciech_Marek_Kulesza_9,10-1177_1938965518797075,8EF965F43F69396429D518FBE66A9D0AF9D2CDF1
Wojciech Marek Kulesza,https://orcid.org/0000-0001-5457-6396,https://doi.org/10.1016/j.foodqual.2017.06.004,The use of mimicry to improve evaluation of unsought beverages,2017,Food Quality and Preference,Wojciech_Marek_Kulesza_10,10-1016_j-foodqual-2017-06-004,8EF965F43F69396429D518FBE66A9D0AF9D2CDF1
Wojciech Marek Kulesza,https://orcid.org/0000-0001-5457-6396,https://doi.org/10.7366%2F1896180020174006,Wpływowy kameleon. Przegląd badań z zakresu mimikry w kontekście technik wpływu społecznego,2017,Psychologia Społeczna,Wojciech_Marek_Kulesza_11,10-7366%2F1896180020174006,8EF965F43F69396429D518FBE66A9D0AF9D2CDF1
Katarzyna Kulwicka,https://orcid.org/0000-0002-4731-1901,https://doi.org/10.15678/pjoep.2017.11.03,Czy mówienie o swojej chorobie się opłaca? Wpływ informacji o depresji partnera na zachowanie w stosunku do niego w grze „zaufanie”,2017,Psychologia Ekonomiczna,Katarzyna_Kulwicka_1,10-15678_pjoep-2017-11-03,D51F93369EE4624BDE094C3CB243A7458D38AF2C
Joanna Maria Kwaśniewska,https://orcid.org/0000-0001-5187-649X,https://doi.org/10.1016/j.tsc.2017.11.002,Mothers’ personality traits and the climate for creativity they build with their children,2018,Thinking Skills and Creativity,Joanna_Maria_Kwaśniewska_1,10-1016_j-tsc-2017-11-002,48F65715B0122279163FCA374EB4C0C954506C40
Joanna Maria Kwaśniewska,https://orcid.org/0000-0001-5187-649X,https://doi.org/10.1515/ctra-2017-0007,Balancing Between Roles and Duties – The Creativity of Mothers,23/07/2017,Creativity. Theories - Research - Applications,Joanna_Maria_Kwaśniewska_2,10-1515_ctra-2017-0007,48F65715B0122279163FCA374EB4C0C954506C40
Zuzanna Kwissa-Gajewska,https://orcid.org/0000-0002-4033-1870,https://doi.org/10.1007/s10865-018-9968-x,"Fluctuation in physical symptoms, coping, and mood in patients following hematopoietic stem cell transplantation: assessing mediation effects using a daily diary approach",2019,Journal of Behavioral Medicine,Zuzanna_Kwissa-Gajewska_1,10-1007_s10865-018-9968-x,F37A2A34155B8CD69BB777324ACD51FC92794A99
Zuzanna Kwissa-Gajewska,https://orcid.org/0000-0002-4033-1870,empty,The effect of protective buffering on daily stress and relationship quality in dyads following hematopoietic stem cell transplantation: Results from daily process methodology,2019,Bone Marrow Transplantation,Zuzanna_Kwissa-Gajewska_2,1.02E+18,F37A2A34155B8CD69BB777324ACD51FC92794A99
Zuzanna Kwissa-Gajewska,https://orcid.org/0000-0002-4033-1870,empty,"Everyday life after HSCT: fluctuation of patients and their partners mood, support exchange and relationship satisfaction",2018,Bone Marrow Transplantation,Zuzanna_Kwissa-Gajewska_3,3.56E+18,F37A2A34155B8CD69BB777324ACD51FC92794A99
Zuzanna Kwissa-Gajewska,https://orcid.org/0000-0002-4033-1870,https://doi.org/10.1002/pon.4619,Psychophysical well-being profiles in patients before hematopoietic stem cell transplantation,01/02/2018,Psycho-Oncology,Zuzanna_Kwissa-Gajewska_4,10-1002_pon-4619,F37A2A34155B8CD69BB777324ACD51FC92794A99
Zuzanna Kwissa-Gajewska,https://orcid.org/0000-0002-4033-1870,https://doi.org/10.5114/hpr.2017.67701,"Personality, cognitive appraisal and labor pain",2017,Health Psychology Report,Zuzanna_Kwissa-Gajewska_5,10-5114_hpr-2017-67701,F37A2A34155B8CD69BB777324ACD51FC92794A99
Zuzanna Kwissa-Gajewska,https://orcid.org/0000-0002-4033-1870,https://doi.org/10.1007/s11136-017-1705-3,Everyday life following hematopoietic stem cell transplantation: decline in physical symptoms within the first month and change-related predictors,2017-09,Quality of Life Research,Zuzanna_Kwissa-Gajewska_6,10-1007_s11136-017-1705-3,F37A2A34155B8CD69BB777324ACD51FC92794A99
Zuzanna Kwissa-Gajewska,https://orcid.org/0000-0002-4033-1870,https://doi.org/10.1515/ppb-2017-0039,Heterogeneity of change in state affect following insulin therapy initiation in type 2 diabetic patients,2017-09,Polish Psychological Bulletin,Zuzanna_Kwissa-Gajewska_7,10-1515_ppb-2017-0039,F37A2A34155B8CD69BB777324ACD51FC92794A99
Zuzanna Kwissa-Gajewska,https://orcid.org/0000-0002-4033-1870,https://doi.org/10.1007/s10865-017-9874-7,Relationship between daily pain and affect in women with rheumatoid arthritis: lower optimism as a vulnerability factor,2017-07,Journal of Behavioral Medicine,Zuzanna_Kwissa-Gajewska_8,10-1007_s10865-017-9874-7,F37A2A34155B8CD69BB777324ACD51FC92794A99
Magdalena Ewa Leśnierowska,https://orcid.org/0000-0003-4095-8865,https://doi.org/10.2196/21445,Resource-Based Internet Intervention (Med-Stress) to Improve Well-Being Among Medical Professionals: Randomized Controlled Trial,11/01/2021,Journal of Medical Internet Research,Magdalena_Ewa_Leśnierowska_1,10-2196_21445,E31AF50D911C3D80E4B2D472B2BE252873C4E959
Aleksandra Łuszczyńska,https://orcid.org/0000-0002-4704-9544,https://doi.org/10.1016/j.socscimed.2021.114336,"Can individual, dyadic, or collaborative planning reduce sedentary behavior? A randomized controlled trial",2021,Social Science and Medicine,Aleksandra_Łuszczyńska_1,10-1016_j-socscimed-2021-114336,3F0ACB98C63D825615EA4AAC8510BFD7C72A0779
Aleksandra Łuszczyńska,https://orcid.org/0000-0002-4704-9544,https://doi.org/10.1037/hea0001124,"Collaborative, Dyadic, and Individual Planning and Physical Activity: A Dyadic Randomized Controlled Trial",2021,Health Psychology,Aleksandra_Łuszczyńska_2,10-1037_hea0001124,3F0ACB98C63D825615EA4AAC8510BFD7C72A0779
Aleksandra Łuszczyńska,https://orcid.org/0000-0002-4704-9544,https://doi.org/10.1093/abm/kaab004,Cultivation and Enabling Effects of Social Support and Self-Efficacy in Parent-Child Dyads,2021,Annals of Behavioral Medicine,Aleksandra_Łuszczyńska_3,10-1093_abm_kaab004,3F0ACB98C63D825615EA4AAC8510BFD7C72A0779
Aleksandra Łuszczyńska,https://orcid.org/0000-0002-4704-9544,https://doi.org/10.1016/j.adolescence.2021.02.008,From a mother's point of view: Psycho-social predictors of maternal monitoring strategy and adolescents' electronic media use,2021,Journal of Adolescence,Aleksandra_Łuszczyńska_4,10-1016_j-adolescence-2021-02-008,3F0ACB98C63D825615EA4AAC8510BFD7C72A0779
