,Unnamed: 0.1,Unnamed: 0,name,orcid,doi,title,date,journal,filename,Article_ID,author_id
1639,816,816,Anna Maria Rogala,https://orcid.org/0000-0002-6780-2265 ,https://doi.org/10.1371/journal.pone.0237250,I believe I can craft! introducing Job Crafting Self-Efficacy Scale (JCSES),2020-08-10,PLOS ONE,Anna_Maria_Rogala_2,10-1371_journal-pone-0237250,261A01A299969E85841E4C35BB4984308EC728A9
1640,817,817,Anna Maria Rogala,https://orcid.org/0000-0002-6780-2265 ,https://doi.org/10.13075/mp.5893.00822,Narzędzie do pomiaru przekształcania pracy: Właściwości psychometryczne polskiej wersji Job Crafting Scale,2019,Medycyna Pracy,Anna_Maria_Rogala_3,10-13075_mp-5893-00822,261A01A299969E85841E4C35BB4984308EC728A9
1641,818,818,Anna Maria Rogala,https://orcid.org/0000-0002-6780-2265 ,https://doi.org/10.3389/fpsyg.2019.02786,Positive Emotions at Work and Job Crafting: Results From Two Prospective Studies,2019-12-20,Frontiers in Psychology,Anna_Maria_Rogala_4,10-3389_fpsyg-2019-02786,261A01A299969E85841E4C35BB4984308EC728A9
1642,819,819,Anna Maria Rogala,https://orcid.org/0000-0002-6780-2265 ,empty,"Psychologiczne interwencje internetowe – pojęcia, zastosowania i wyzwania",2018,Nauka,Anna_Maria_Rogala_5,3.72938992806787E+018,261A01A299969E85841E4C35BB4984308EC728A9
1643,820,820,Joanna Maria Roszak,https://orcid.org/0000-0003-1048-745X ,https://doi.org/10.1080/00918369.2019.1661728,The Role of Masculinity Threat in Homonegativity and Transphobia,2021-04-16,Journal of Homosexuality,Joanna_Maria_Roszak_1,10-1080_00918369-2019-1661728,A2E5D72B36109B3D8B89AD7759D0D3C32DB27236
1644,821,821,Joanna Maria Roszak,https://orcid.org/0000-0003-1048-745X ,https://doi.org/10.1177/1069397118822992,Psychological Maladjustment Mediates the Relation Between Remembrances of Parental Rejection in Childhood and Adults’ Fear of Intimacy: A Multicultural Study,2019,Cross-Cultural Research,Joanna_Maria_Roszak_2,10-1177_1069397118822992,A2E5D72B36109B3D8B89AD7759D0D3C32DB27236
1645,822,822,Krystyna Jolanta Rymarczyk,https://orcid.org/0000-0002-4085-9480 ,https://doi.org/10.3389/fpsyg.2021.733742,The Borderline Bias in Explicit Emotion Interpretation,2021-12-15,Frontiers in Psychology,Krystyna_Jolanta_Rymarczyk_1,10-3389_fpsyg-2021-733742,A4D03491DCCD1800288A06EF11E7DF84F77C9F38
1646,823,823,Krystyna Jolanta Rymarczyk,https://orcid.org/0000-0002-4085-9480 ,https://doi.org/10.33896/porj.2021.6.3,MÓZGOWE PODŁOŻE ROZWOJU MOWY W AUTYZMIE,2021-06-15,Poradnik Językowy,Krystyna_Jolanta_Rymarczyk_2,10-33896_porj-2021-6-3,A4D03491DCCD1800288A06EF11E7DF84F77C9F38
1647,824,824,Krystyna Jolanta Rymarczyk,https://orcid.org/0000-0002-4085-9480 ,https://doi.org/10.1038/s41598-020-74388-z,Cultural differences in food detection,2020-10-14,Scientic Reports,Krystyna_Jolanta_Rymarczyk_3,10-1038_s41598-020-74388-z,A4D03491DCCD1800288A06EF11E7DF84F77C9F38
1648,825,825,Krystyna Jolanta Rymarczyk,https://orcid.org/0000-0002-4085-9480 ,https://doi.org/10.3390/nu11112832,Cultural Moderation of Unconscious Hedonic Responses to Food,2019-11-31,Nutrients,Krystyna_Jolanta_Rymarczyk_4,10-3390_nu11112832,A4D03491DCCD1800288A06EF11E7DF84F77C9F38
1649,826,826,Krystyna Jolanta Rymarczyk,https://orcid.org/0000-0002-4085-9480 ,https://doi.org/10.3389/fpsyg.2018.00052,Neural correlates of facial mimicry: Simultaneous measurements of EMG and BOLD responses during perception of dynamic compared to static facial expressions,2018,Frontiers in Psychology,Krystyna_Jolanta_Rymarczyk_5,10-3389_fpsyg-2018-00052,A4D03491DCCD1800288A06EF11E7DF84F77C9F38
1650,827,827,Krystyna Jolanta Rymarczyk,https://orcid.org/0000-0002-4085-9480 ,https://doi.org/10.1080/13546805.2018.1426448,Recognition of emotional facial expressions in benzodiazepine dependence and detoxification,2018,Cognitive Neuropsychiatry,Krystyna_Jolanta_Rymarczyk_6,10-1080_13546805-2018-1426448,A4D03491DCCD1800288A06EF11E7DF84F77C9F38
1651,828,828,Katarzyna Julia Samson,https://orcid.org/0000-0003-0248-8233,https://doi.org/10.1002/ejsp.2648,"Social class and interpersonal trust: Partner's warmth, external threats and interpretations of trust betrayal",2020-04-10,European Journal of Social Psychology,Katarzyna_Julia_Samson_1,10-1002_ejsp-2648,148D8B30314C1185A2F243FE65048CA2BFDCDA7B
1652,829,829,Katarzyna Julia Samson,https://orcid.org/0000-0003-0248-8233,https://doi.org/10.1080/21515581.2018.1516557,Conceptualising time as a level of analysis: New directions in the analysis of trust dynamics,2018,Journal of Trust Research,Katarzyna_Julia_Samson_2,10-1080_21515581-2018-1516557,148D8B30314C1185A2F243FE65048CA2BFDCDA7B
1653,830,830,Katarzyna Julia Samson,https://orcid.org/0000-0003-0248-8233,https://doi.org/10.1371/journal.pone.0205566,Trust as a mechanism of system justification,2018-10-12,PLOS ONE,Katarzyna_Julia_Samson_3,10-1371_journal-pone-0205566,148D8B30314C1185A2F243FE65048CA2BFDCDA7B
1654,831,831,Katarzyna Maria Sanna,https://orcid.org/0000-0002-1903-1830,empty,Development of the cancer-patient social support questionnaire: reliability and validity,2019-03-22,Psychiatria,Katarzyna_Maria_Sanna_1,8.72302370318272E+018,059C2FAC5A524A295488E7F851D44CDE56DD2B3F
1655,832,832,Katarzyna Maria Sanna,https://orcid.org/0000-0002-1903-1830,https://doi.org/10.5114/pson.2018.92900,Lęk przed postępowaniem choroby u pacjentów chorych na nowotwory,2018,Psychoonkologia,Katarzyna_Maria_Sanna_2,10-5114_pson-2018-92900,059C2FAC5A524A295488E7F851D44CDE56DD2B3F
1656,833,833,Ralf Schwarzer,https://orcid.org/0000-0002-0069-3826,https://doi.org/10.1111/bjhp.12516,Social‐cognitive predictors of parental supervised toothbrushing: An application of the health action process approach,2021-11,British Journal of Health Psychology,Ralf_Schwarzer_1,10-1111_bjhp-12516,CFFBE1388F7DF4DFCF0A5AE98F07860B7A9BBB63
1657,834,834,Ralf Schwarzer,https://orcid.org/0000-0002-0069-3826,https://doi.org/10.2196/26397,A Mobile Intervention for Self-Efficacious and Goal-Directed Smartphone Use in the General Population: Randomized Controlled Trial,2021-11-23,JMIR mHealth and uHealth,Ralf_Schwarzer_2,10-2196_26397,CFFBE1388F7DF4DFCF0A5AE98F07860B7A9BBB63
1658,835,835,Ralf Schwarzer,https://orcid.org/0000-0002-0069-3826,https://doi.org/10.1111/bjhp.12452,Habits and self‐efficacy moderate the effects of intentions and planning on physical activity,2021-02-25,British Journal of Health Psychology,Ralf_Schwarzer_3,10-1111_bjhp-12452,CFFBE1388F7DF4DFCF0A5AE98F07860B7A9BBB63
1659,836,836,Ralf Schwarzer,https://orcid.org/0000-0002-0069-3826,https://doi.org/10.1016/j.cose.2020.101954,Effects of planning and action control on smartphone security behavior,2020-10,Computers & Security,Ralf_Schwarzer_4,10-1016_j-cose-2020-101954,CFFBE1388F7DF4DFCF0A5AE98F07860B7A9BBB63
1660,837,837,Ralf Schwarzer,https://orcid.org/0000-0002-0069-3826,https://doi.org/10.1007/s12529-020-09865-w,Health Demands Moderate the Link Between Willpower Beliefs and Physical Activity in Patients with Knee Osteoarthritis,2020-08-11,International Journal of Behavioral Medicine,Ralf_Schwarzer_5,10-1007_s12529-020-09865-w,CFFBE1388F7DF4DFCF0A5AE98F07860B7A9BBB63
1661,838,838,Ralf Schwarzer,https://orcid.org/0000-0002-0069-3826,https://doi.org/10.3934/medsci.2019.1.13,Putting psychology into telerehabilitation: Coping planning as an example for how to integrate behavior change techniques into clinical practice,2019,AIMS Medical Science,Ralf_Schwarzer_6,10-3934_medsci-2019-1-13,CFFBE1388F7DF4DFCF0A5AE98F07860B7A9BBB63
1662,839,839,Ralf Schwarzer,https://orcid.org/0000-0002-0069-3826,https://doi.org/10.3390/nu12010088,"FOODLIT-PRO: Food Literacy Domains, Influential Factors and Determinants—A Qualitative Study",2019-12-27,Nutrients,Ralf_Schwarzer_7,10-3390_nu12010088,CFFBE1388F7DF4DFCF0A5AE98F07860B7A9BBB63
1663,840,840,Ralf Schwarzer,https://orcid.org/0000-0002-0069-3826,https://doi.org/10.1177/1359105317700968,The Berlin Social Support Scales: Validation of the Received Support Scale in a Canadian sample of patients affected by melanoma,2019-11,Journal of Health Psychology,Ralf_Schwarzer_8,10-1177_1359105317700968,CFFBE1388F7DF4DFCF0A5AE98F07860B7A9BBB63
1664,841,841,Ralf Schwarzer,https://orcid.org/0000-0002-0069-3826,https://doi.org/10.1016/j.appet.2019.104351,What makes a good action plan? Characteristics and enactment of fruit and vegetable plans,2019-11,Appetite,Ralf_Schwarzer_9,10-1016_j-appet-2019-104351,CFFBE1388F7DF4DFCF0A5AE98F07860B7A9BBB63
1665,842,842,Ralf Schwarzer,https://orcid.org/0000-0002-0069-3826,https://doi.org/10.1037/hea0000728,A meta-analysis of the health action process approach.,2019-07,Health Psychology,Ralf_Schwarzer_10,10-1037_hea0000728,CFFBE1388F7DF4DFCF0A5AE98F07860B7A9BBB63
1666,843,843,Ralf Schwarzer,https://orcid.org/0000-0002-0069-3826,https://doi.org/10.1007/s10902-019-00102-0,Well-Being Trajectories Following Retirement: A Compensatory Role of Self-Enhancement Values in Disadvantaged Women,2019-03-20,Journal of Happiness Studies,Ralf_Schwarzer_11,10-1007_s10902-019-00102-0,CFFBE1388F7DF4DFCF0A5AE98F07860B7A9BBB63
1667,844,844,Ralf Schwarzer,https://orcid.org/0000-0002-0069-3826,https://doi.org/10.1016/j.lindif.2017.11.015,"I believe, therefore I achieve (and vice versa): A meta-analytic cross-lagged panel analysis of self-efficacy and academic performance",2018,Learning and Individual Differences,Ralf_Schwarzer_12,10-1016_j-lindif-2017-11-015,CFFBE1388F7DF4DFCF0A5AE98F07860B7A9BBB63
1668,845,845,Ralf Schwarzer,https://orcid.org/0000-0002-0069-3826,https://doi.org/10.1371/journal.pone.0205887,Couples' daily self-regulation: The Health Action Process Approach at the dyadic level,2018-10-29,PLOS ONE,Ralf_Schwarzer_13,10-1371_journal-pone-0205887,CFFBE1388F7DF4DFCF0A5AE98F07860B7A9BBB63
1669,846,846,Ralf Schwarzer,https://orcid.org/0000-0002-0069-3826,https://doi.org/10.1016/j.socscimed.2018.06.004,Sex differential mediation effects of planning within the health behavior change process,2018-08,Social Science & Medicine,Ralf_Schwarzer_14,10-1016_j-socscimed-2018-06-004,CFFBE1388F7DF4DFCF0A5AE98F07860B7A9BBB63
1670,847,847,Ralf Schwarzer,https://orcid.org/0000-0002-0069-3826,https://doi.org/10.1037/rep0000199,Self-efficacy and quality of life among people with cardiovascular diseases: A meta-analysis.,2018-05,Rehabilitation Psychology,Ralf_Schwarzer_15,10-1037_rep0000199,CFFBE1388F7DF4DFCF0A5AE98F07860B7A9BBB63
1671,848,848,Ralf Schwarzer,https://orcid.org/0000-0002-0069-3826,https://doi.org/10.1111/bjhp.12288,Psychological mechanisms in a digital intervention to improve physical activity: A multicentre randomized controlled trial,2018-05-19,British Journal of Health Psychology,Ralf_Schwarzer_16,10-1111_bjhp-12288,CFFBE1388F7DF4DFCF0A5AE98F07860B7A9BBB63
1672,849,849,Ralf Schwarzer,https://orcid.org/0000-0002-0069-3826,https://doi.org/10.1016/j.appet.2017.09.019,Augmenting fruit and vegetable consumption by an online intervention: Psychological mechanisms,2018-01,Appetite,Ralf_Schwarzer_17,10-1016_j-appet-2017-09-019,CFFBE1388F7DF4DFCF0A5AE98F07860B7A9BBB63
1673,850,850,Ralf Schwarzer,https://orcid.org/0000-0002-0069-3826,https://doi.org/10.2196/jmir.8814,Turning Good Intentions Into Actions by Using the Health Action Process Approach to Predict Adherence to Internet-Based Depression Prevention: Secondary Analysis of a Randomized Controlled Trial,2018-01-11,Journal of Medical Internet Research,Ralf_Schwarzer_18,10-2196_jmir-8814,CFFBE1388F7DF4DFCF0A5AE98F07860B7A9BBB63
1674,851,851,Ralf Schwarzer,https://orcid.org/0000-0002-0069-3826,https://doi.org/10.1016/j.apmr.2017.02.025,Communication Skills Training for Practitioners to Increase Patient Adherence to Home-Based Rehabilitation for Chronic Low Back Pain: Results of a Cluster Randomized Controlled Trial,2017,Archives of Physical Medicine and Rehabilitation,Ralf_Schwarzer_19,10-1016_j-apmr-2017-02-025,CFFBE1388F7DF4DFCF0A5AE98F07860B7A9BBB63
1675,852,852,Ralf Schwarzer,https://orcid.org/0000-0002-0069-3826,https://doi.org/10.1080/13548506.2017.1381339,Dental flossing and automaticity: a longitudinal moderated mediation analysis,2017,"Psychology, Health and Medicine",Ralf_Schwarzer_20,10-1080_13548506-2017-1381339,CFFBE1388F7DF4DFCF0A5AE98F07860B7A9BBB63
1676,853,853,Ralf Schwarzer,https://orcid.org/0000-0002-0069-3826,https://doi.org/10.1080/08870446.2017.1385785,"Dietary planning, self-efficacy, and outcome expectancies play a role in an online intervention on fruit and vegetable consumption",2017,Psychology and Health,Ralf_Schwarzer_21,10-1080_08870446-2017-1385785,CFFBE1388F7DF4DFCF0A5AE98F07860B7A9BBB63
1677,854,854,Ralf Schwarzer,https://orcid.org/0000-0002-0069-3826,https://doi.org/10.1007/s10826-017-0893-3,Parents’ Planning for Physical Activity for their Pre-School Aged Children: The Role of Psycho-Social Mediators and Moderators,2017,Journal of Child and Family Studies,Ralf_Schwarzer_22,10-1007_s10826-017-0893-3,CFFBE1388F7DF4DFCF0A5AE98F07860B7A9BBB63
1678,855,855,Ralf Schwarzer,https://orcid.org/0000-0002-0069-3826,https://doi.org/10.1177/1090198116648266,The Role of Self-Efficacy and Friend Support on Adolescent Vigorous Physical Activity,2017,Health Education and Behavior,Ralf_Schwarzer_23,10-1177_1090198116648266,CFFBE1388F7DF4DFCF0A5AE98F07860B7A9BBB63
1679,856,856,Ralf Schwarzer,https://orcid.org/0000-0002-0069-3826,https://doi.org/10.1080/13803395.2017.1301392,Validity of self-reported concentration and memory problems: Relationship with neuropsychological assessment and depression,2017,Journal of Clinical and Experimental Neuropsychology,Ralf_Schwarzer_24,10-1080_13803395-2017-1301392,CFFBE1388F7DF4DFCF0A5AE98F07860B7A9BBB63
1680,857,857,Ralf Schwarzer,https://orcid.org/0000-0002-0069-3826,https://doi.org/10.1186/s12955-017-0645-5,Women with family cancer history are at risk for poorer physical quality of life and lower self-efficacy: A longitudinal study among men and women with non-small cell lung cancer,2017,Health and Quality of Life Outcomes,Ralf_Schwarzer_25,10-1186_s12955-017-0645-5,CFFBE1388F7DF4DFCF0A5AE98F07860B7A9BBB63
1681,858,858,Ralf Schwarzer,https://orcid.org/0000-0002-0069-3826,https://doi.org/10.1016/j.jneb.2016.09.005,The Role of Social Support and Self-efficacy for Planning Fruit and Vegetable Intake,2017-02,Journal of Nutrition Education and Behavior,Ralf_Schwarzer_26,10-1016_j-jneb-2016-09-005,CFFBE1388F7DF4DFCF0A5AE98F07860B7A9BBB63
1682,859,859,Grzegorz Sędek,https://orcid.org/0000-0001-8932-0868,https://doi.org/10.1080/13546783.2021.1911847,Using stories to assess linear reasoning abolishes the age-related differences found in formal tests,2021-10-02,Thinking & Reasoning,Grzegorz_Sędek_1,10-1080_13546783-2021-1911847,5B80FCD24B7B7602B0F23F4BB7AB7CD263F46CF3
1683,860,860,Grzegorz Sędek,https://orcid.org/0000-0001-8932-0868,https://doi.org/10.3389/fpsyg.2021.645751,Effects of Depressed Mood on Syllogistic Reasoning: The Buffering Role of High Working Memory Span,2021-09-27,Frontiers in Psychology,Grzegorz_Sędek_2,10-3389_fpsyg-2021-645751,5B80FCD24B7B7602B0F23F4BB7AB7CD263F46CF3
1684,861,861,Grzegorz Sędek,https://orcid.org/0000-0001-8932-0868,https://doi.org/10.1007/s11218-020-09557-z,Stereotype threat as an antecedent to domain identification and achievement in language arts in boys: a cross-sectional study,2020,Social Psychology of Education,Grzegorz_Sędek_3,10-1007_s11218-020-09557-z,5B80FCD24B7B7602B0F23F4BB7AB7CD263F46CF3
1685,862,862,Grzegorz Sędek,https://orcid.org/0000-0001-8932-0868,https://doi.org/10.1002/pits.22413,Stereotype threat is linked to language achievement and domain identification in young males: Working memory and intellectual helplessness as mediators,2020,Psychology in the Schools,Grzegorz_Sędek_4,10-1002_pits-22413,5B80FCD24B7B7602B0F23F4BB7AB7CD263F46CF3
1686,863,863,Grzegorz Sędek,https://orcid.org/0000-0001-8932-0868,https://doi.org/10.1007/s11218-019-09478-6,"Chronic stereotype threat and mathematical achievement in age cohorts of secondary school girls: mediational role of working memory, and intellectual helplessness",2019,Social Psychology of Education,Grzegorz_Sędek_5,10-1007_s11218-019-09478-6,5B80FCD24B7B7602B0F23F4BB7AB7CD263F46CF3
1687,864,864,Grzegorz Sędek,https://orcid.org/0000-0001-8932-0868,https://doi.org/10.3389/fpsyg.2018.02321,Commentary: The Attraction Effect in Decision Making: Superior Performance by Older Adults,2018-11,Frontiers in Psychology,Grzegorz_Sędek_6,10-3389_fpsyg-2018-02321,5B80FCD24B7B7602B0F23F4BB7AB7CD263F46CF3
1688,865,865,Grzegorz Sędek,https://orcid.org/0000-0001-8932-0868,https://doi.org/10.3389/fpsyg.2018.00428,"Chronic Stereotype Threat Is Associated With Mathematical Achievement on Representative Sample of Secondary Schoolgirls: The Role of Gender Identification, Working Memory, and Intellectual Helplessness",2018-04-03,Frontiers in Psychology,Grzegorz_Sędek_7,10-3389_fpsyg-2018-00428,5B80FCD24B7B7602B0F23F4BB7AB7CD263F46CF3
1689,866,866,Grzegorz Sędek,https://orcid.org/0000-0001-8932-0868,https://doi.org/10.1037/pag0000239,Age-related within-task adaptations in sequential decision making: Considering cognitive and motivational factors.,2018-03,Psychology and Aging,Grzegorz_Sędek_8,10-1037_pag0000239,5B80FCD24B7B7602B0F23F4BB7AB7CD263F46CF3
1690,867,867,Grzegorz Sędek,https://orcid.org/0000-0001-8932-0868,https://doi.org/10.3389/fpsyg.2017.01614,Age As Moderator of Emotional Stroop Task Performance in Posttraumatic Stress Disorder (PTSD),2017,Frontiers in Psychology,Grzegorz_Sędek_9,10-3389_fpsyg-2017-01614,5B80FCD24B7B7602B0F23F4BB7AB7CD263F46CF3
1691,868,868,Grzegorz Sędek,https://orcid.org/0000-0001-8932-0868,https://doi.org/10.1080/02699931.2016.1170669,Frontal EEG alpha band asymmetry as a predictor of reasoning deficiency in depressed people,2017,Cognition & Emotion,Grzegorz_Sędek_10,10-1080_02699931-2016-1170669,5B80FCD24B7B7602B0F23F4BB7AB7CD263F46CF3
1692,869,869,Grzegorz Sędek,https://orcid.org/0000-0001-8932-0868,https://doi.org/10.3389/fpsyg.2017.00541,Response: Commentary: Effects of Age and Initial Risk Perception on Balloon Analog Risk Task: The Mediating Role of Processing Speed and Need for Cognitive Closure,2017,Frontiers in Psychology,Grzegorz_Sędek_11,10-3389_fpsyg-2017-00541,5B80FCD24B7B7602B0F23F4BB7AB7CD263F46CF3
1693,870,870,Maria Sidoruk-Grymuza,https://orcid.org/0000-0002-1919-3426,https://doi.org/10.5406/amerjpsyc.134.1.0001,Positive—Negative Asymmetry in Evaluation of Natural Stimuli: Empirical Study in the Contrast Model of Similarity Extended to Open Sets,2021-04-01,The American Journal of Psychology,Maria_Sidoruk-Grymuza_1,10-5406_amerjpsyc-134-1-0001,3FDB5FCEAE7FD296436D65A2397912799B18F8A0
1694,871,871,Maria Sidoruk-Grymuza,https://orcid.org/0000-0002-1919-3426,https://doi.org/10.5406/amerjpsyc.131.2.0151,Asymmetry in similarity formation: Extension of similarity theory to open sets of features,2018,American Journal of Psychology,Maria_Sidoruk-Grymuza_2,10-5406_amerjpsyc-131-2-0151,3FDB5FCEAE7FD296436D65A2397912799B18F8A0
1695,872,872,Maria Sidoruk-Grymuza,https://orcid.org/0000-0002-1919-3426,empty,Siła cech negatywnych w kształtowaniu się podobieństwa: Implikacje dla budowania wizerunku marki miasta.,2017,SOCIAL PSYCHOLOGICAL BULLETIN (PSYCHOLOGIA SPOLECZNA),Maria_Sidoruk-Grymuza_3,2.90011383171808E+018,3FDB5FCEAE7FD296436D65A2397912799B18F8A0
1696,873,873,Anna Halina Siwy-Hudowska,https://orcid.org/0000-0002-3026-853X,empty,Affective temperaments in non-depressed patients with alcohol and opiate addictions. Is the “dark side” associated with current depressive symptoms?,2018,Heroin Addiction and Related Clinical Problems,Anna_Halina_Siwy-Hudowska_1,7.15006077431449E+018,A76A7ED34E0607B42E9D0E4B47BE1860AF034571
1697,874,874,Anna Halina Siwy-Hudowska,https://orcid.org/0000-0002-3026-853X,empty,"What do students know about the use of opioids in the treatment of chronic cancer-related pain,Wiedza studentów na temat stosowania opioidów w leczeniu przewlekego bólu wystêpujcego u chorych na nowotwory",2018,Medycyna Paliatywna w Praktyce,Anna_Halina_Siwy-Hudowska_2,-5.4181277743535E+018,A76A7ED34E0607B42E9D0E4B47BE1860AF034571
1698,875,875,Anna Halina Siwy-Hudowska,https://orcid.org/0000-0002-3026-853X,https://doi.org/10.12740/pp/64270,"Psychometric properties of the Polish adaptation of short form of the Empathy Quotient (EQ-Short),Analiza wlasciwosci psychometrycznych polskiej wersji jezykowej Skroconej Skali Ilorazu Empatii (SSIE) - The Empathy Quotient (EQ-Short)",2017,Psychiatria Polska,Anna_Halina_Siwy-Hudowska_3,10-12740_pp_64270,A76A7ED34E0607B42E9D0E4B47BE1860AF034571
1699,876,876,Anna Halina Siwy-Hudowska,https://orcid.org/0000-0002-3026-853X,empty,OCENA JAKÓSCI ŻYCIA W KONTEḰSCIE CECH OSOBOWÓSCI U MŁODYCH MĘŻCZYZN O RÓŻNYM STOPNIU ZAANGAŻOWANIA W UPRAWIANIE ĆWICZEŃ FIZYCZNYCH,unrecovered,Studia Psychologiczne,Anna_Halina_Siwy-Hudowska_4,5.01787859404804E+018,A76A7ED34E0607B42E9D0E4B47BE1860AF034571
1700,877,877,Krystyna Janina Skarżyńska,https://orcid.org/0000-0003-1327-6850,empty,Parent - child relationships and adults worldviews ,2020-12,Journal of Counsellogy,Krystyna_Janina_Skarżyńska_1,8.68187792082328E+018,8ECBC1F747BFF44A5A3F8054199BF174A740D1EF
1701,878,878,Krystyna Janina Skarżyńska,https://orcid.org/0000-0003-1327-6850,empty,Trudne czasy i co potem? Czy potrzeba bepieczeństwa zniszczy demokrację?,2020-08,Res Humana,Krystyna_Janina_Skarżyńska_2,2.43846357971503E+017,8ECBC1F747BFF44A5A3F8054199BF174A740D1EF
1702,879,879,Krystyna Janina Skarżyńska,https://orcid.org/0000-0003-1327-6850,empty,"Freedom, freedom...But what kind of freedom? Intrinsic an extrinsic sense of freedom as predictors of preferences for political communit and attitydes toward democracy  ",2019,Social Psychological Bulletin,Krystyna_Janina_Skarżyńska_3,3.34144921971497E+018,8ECBC1F747BFF44A5A3F8054199BF174A740D1EF
1703,880,880,Krystyna Janina Skarżyńska,https://orcid.org/0000-0003-1327-6850,empty,Psychologiczne i społeczne asekty poparcia dla autorytarnej polityki,2018,Przegląd Socjologiczny,Krystyna_Janina_Skarżyńska_4,4.83231746746993E+018,8ECBC1F747BFF44A5A3F8054199BF174A740D1EF
1704,881,881,Krystyna Janina Skarżyńska,https://orcid.org/0000-0003-1327-6850,empty,Akceptacja agresji w życiu politycznym. Rola dostępności poznawczej proagresywnych przekonań o świecie oraz specyfiki obserwowanego aktu agresji  ,2017,Psychologia Społeczna,Krystyna_Janina_Skarżyńska_5,4.47422775912167E+018,8ECBC1F747BFF44A5A3F8054199BF174A740D1EF
1705,882,882,Ewelina Alicja Smoktunowicz,https://orcid.org/0000-0002-1748-3876,https://doi.org/10.2196/21445,Resource-Based Internet Intervention (Med-Stress) to Improve Well-Being Among Medical Professionals: Randomized Controlled Trial,2021-01-11,Journal of Medical Internet Research,Ewelina_Alicja_Smoktunowicz_1,10-2196_21445,D1C74DB07FA34D7E0F31F5885F0CC5FA23DE6D98
1706,883,883,Ewelina Alicja Smoktunowicz,https://orcid.org/0000-0002-1748-3876,https://doi.org/10.1186/s13063-019-3401-9,Efficacy of an Internet-based intervention for job stress and burnout among medical professionals: study protocol for a randomized controlled trial,2019-12,Trials,Ewelina_Alicja_Smoktunowicz_2,10-1186_s13063-019-3401-9,D1C74DB07FA34D7E0F31F5885F0CC5FA23DE6D98
1707,884,884,Agata Anna Sobków,https://orcid.org/0000-0002-5357-744X,https://doi.org/10.24425/ppb.2021.139164,Can observing a Necker cube (really) make you more insightful? The evidence from objective and subjective indicators of insight,2021,Polish Psychological Bulletin,Agata_Anna_Sobków_1,10-24425_ppb-2021-139164,0B6847CF248607789876B6D3F8EF0755BDBB50B2
1708,885,885,Agata Anna Sobków,https://orcid.org/0000-0002-5357-744X,https://doi.org/10.1002/ijop.12566,The experience-based format of probability improves probability estimates: The moderating role of individual differences in numeracy,2020,International Journal of Psychology,Agata_Anna_Sobków_2,10-1002_ijop-12566,0B6847CF248607789876B6D3F8EF0755BDBB50B2
1709,886,886,Agata Anna Sobków,https://orcid.org/0000-0002-5357-744X,https://doi.org/10.7206/dec.1733-0092.139,ZdolnoŁci numeryczne jako kluczowe zdolnoŁci poznawcze w procesie podejmowania decyzji,2020,Decyzje,Agata_Anna_Sobków_3,10-7206_dec-1733-0092-139,0B6847CF248607789876B6D3F8EF0755BDBB50B2
1710,887,887,Agata Anna Sobków,https://orcid.org/0000-0002-5357-744X,https://doi.org/10.3389/fpsyg.2020.582720,"Worry, Risk Perception, and Controllability Predict Intentions Toward COVID-19 Preventive Behaviors",2020-11-19,Frontiers in Psychology,Agata_Anna_Sobków_4,10-3389_fpsyg-2020-582720,0B6847CF248607789876B6D3F8EF0755BDBB50B2
1711,888,888,Agata Anna Sobków,https://orcid.org/0000-0002-5357-744X,https://doi.org/10.1002/ejsp.2694,Subjective Status and Perceived Legitimacy across Countries,2020-06-04,European Journal of Social Psychology,Agata_Anna_Sobków_5,10-1002_ejsp-2694,0B6847CF248607789876B6D3F8EF0755BDBB50B2
1712,889,889,Agata Anna Sobków,https://orcid.org/0000-0002-5357-744X,https://doi.org/10.1016/j.intell.2020.101452,Multiple numeric competencies predict decision outcomes beyond fluid intelligence and cognitive reflection,2020-05,Intelligence,Agata_Anna_Sobków_6,10-1016_j-intell-2020-101452,0B6847CF248607789876B6D3F8EF0755BDBB50B2
1713,890,890,Agata Anna Sobków,https://orcid.org/0000-0002-5357-744X,https://doi.org/10.1037/xap0000207,"Does mental number line training work? The effects of cognitive training on real-life mathematics, numeracy, and decision making",2019,Journal of Experimental Psychology: Applied,Agata_Anna_Sobków_7,10-1037_xap0000207,0B6847CF248607789876B6D3F8EF0755BDBB50B2
1714,891,891,Agata Anna Sobków,https://orcid.org/0000-0002-5357-744X,https://doi.org/10.1017/sjp.2019.16,Numeracy and Risk Literacy: What Have We Learned so Far?,2019,Spanish Journal of Psychology,Agata_Anna_Sobków_8,10-1017_sjp-2019-16,0B6847CF248607789876B6D3F8EF0755BDBB50B2
1715,892,892,Agata Anna Sobków,https://orcid.org/0000-0002-5357-744X,https://doi.org/10.1002/bdm.2132,Framing experts' (dis)agreements about uncertain environmental events,2019-05-06,Journal of Behavioral Decision Making,Agata_Anna_Sobków_9,10-1002_bdm-2132,0B6847CF248607789876B6D3F8EF0755BDBB50B2
1716,893,893,Agata Anna Sobków,https://orcid.org/0000-0002-5357-744X,empty,Numerate decision makers don?t use more effortful strategies unless it pays: A process tracing investigation of skilled and adaptive strategy selection in risky decision making,2018,Judgment and Decision Making,Agata_Anna_Sobków_10,1.14241113711941E+018,0B6847CF248607789876B6D3F8EF0755BDBB50B2
