institution,id,doi,title,display_name,publication_year,publication_date,journal,type,language,pdf_url,landing_page_url,oa_url,apc_paid,authors,author_orcids,countries,institutions,clean_doi
Uniwersytet_Jagielloński_w_Krakowie,https://openalex.org/W2896220985,https://doi.org/10.1016/j.ctcp.2018.10.005,The influence of asthma severity on patients’ music preferences:Hints for music therapists,The influence of asthma severity on patients’ music preferences:Hints for music therapists,2018,2018-10-09,Complementary Therapies in Clinical Practice,article,en,,https://doi.org/10.1016/j.ctcp.2018.10.005,,,"Agnieszka Śliwka, Rafał Piliński, Marek Przybyszowski, Magdalena Pieniążek, Karolina Marciniak, Tomasz Włoch, Krzysztof Sładek, Grazyna Bochenek, Roman Nowobilski",Agnieszka Śliwka: https://orcid.org/0000-0002-1338-3819; Rafał Piliński: https://orcid.org/0000-0002-6021-0072; Marek Przybyszowski: None; Magdalena Pieniążek: https://orcid.org/0000-0003-2815-5867; Karolina Marciniak: None; Tomasz Włoch: https://orcid.org/0000-0002-9726-8358; Krzysztof Sładek: None; Grazyna Bochenek: https://orcid.org/0000-0001-7404-6042; Roman Nowobilski: https://orcid.org/0000-0002-3322-9018,PL,"Jagiellonian University, Krakow Cardiovascular Research Institute, University School of Physical Education in Kraków",10.1016/j.ctcp.2018.10.005
Uniwersytet_Jagielloński_w_Krakowie,https://openalex.org/W3005627136,https://doi.org/10.1109/iiai-aai.2019.00046,Development of an Answer Verification System for Helping Visually Impaired People to Learn a Spreadsheet Software,Development of an Answer Verification System for Helping Visually Impaired People to Learn a Spreadsheet Software,2019,2019-07-01,2022 12th International Congress on Advanced Applied Informatics (IIAI-AAI),article,en,,https://doi.org/10.1109/iiai-aai.2019.00046,,,"Isao Hiramatsu, Kousuke Mouri, Bipin Indurkhya, Keiichi Kaneko",Isao Hiramatsu: None; Kousuke Mouri: https://orcid.org/0000-0002-8413-2865; Bipin Indurkhya: https://orcid.org/0000-0002-3798-9209; Keiichi Kaneko: https://orcid.org/0000-0003-1790-4615,"JP, PL","Jagiellonian University, Tokyo University of Agriculture and Technology",10.1109/iiai-aai.2019.00046
Uniwersytet_Jagielloński_w_Krakowie,https://openalex.org/W4287535732,,"Assessment of the level of static and dynamic balance in healthy people, practicing selected Latin American dances.","Assessment of the level of static and dynamic balance in healthy people, practicing selected Latin American dances.",2021,2021-01-01,PubMed,article,en,,https://pubmed.ncbi.nlm.nih.gov/34978306,,,"Marta Bojanowska, Bartosz Trybulec, Joanna Zyznawska, Marta Barłowska-Trybulec, Grzegorz Mańko",Marta Bojanowska: None; Bartosz Trybulec: https://orcid.org/0000-0003-1697-6131; Joanna Zyznawska: None; Marta Barłowska-Trybulec: https://orcid.org/0000-0002-5756-0661; Grzegorz Mańko: https://orcid.org/0000-0002-9975-3074,PL,Jagiellonian University,
Uniwersytet_Jagielloński_w_Krakowie,https://openalex.org/W3126308077,https://doi.org/10.2174/1871524921666210204220621,Statistical Review of the Suicide Attempts Rates Committed on Polish Railway Tracks between the Years 2013-2016,Statistical Review of the Suicide Attempts Rates Committed on Polish Railway Tracks between the Years 2013-2016,2021,2021-02-08,Central Nervous System Agents in Medicinal Chemistry,article,en,,https://doi.org/10.2174/1871524921666210204220621,,,"Marta Makara‐Studzińska, Adam Czabański, Katarzyna Gronowska, Jerzy Leszek, Elizaveta V. Mikhaylenko, Marco Ávila-Rodriguez, Cristian Muresanu, Siva G. Somasundaram, Cecil E. Kirkland, Gjumrakch Aliev",Marta Makara‐Studzińska: https://orcid.org/0000-0001-7374-528X; Adam Czabański: https://orcid.org/0000-0002-7878-7558; Katarzyna Gronowska: None; Jerzy Leszek: https://orcid.org/0000-0002-2316-2470; Elizaveta V. Mikhaylenko: https://orcid.org/0000-0002-6175-8179; Marco Ávila-Rodriguez: https://orcid.org/0000-0003-4612-3236; Cristian Muresanu: https://orcid.org/0000-0002-3111-0339; Siva G. Somasundaram: https://orcid.org/0000-0002-3833-4845; Cecil E. Kirkland: https://orcid.org/0000-0001-9306-5708; Gjumrakch Aliev: https://orcid.org/0000-0001-7373-3182,"CO, PL, RO, RU, US","Jagiellonian University, Poznan University of Medical Sciences, Research Institute of Human Morphology, Salem University, Sechenov University, University of Tolima, Wroclaw Medical University, Wroclaw Research Centre EIT+ (Poland)",10.2174/1871524921666210204220621
Uniwersytet_Jagielloński_w_Krakowie,https://openalex.org/W3175500009,,Psychoemotional disturbance in adult patients with temporomandibular disorders Research article.,Psychoemotional disturbance in adult patients with temporomandibular disorders Research article.,2021,2021-01-01,Folia Medica Cracoviensia,article,en,,http://pubmed.ncbi.nlm.nih.gov/34185768/,,,"Małgorzata Pihut, Magdalena Krasińska-Mazur, Joanna Biegańska-Banaś, Andrzej Gala",Małgorzata Pihut: https://orcid.org/0000-0003-2670-966X; Magdalena Krasińska-Mazur: None; Joanna Biegańska-Banaś: https://orcid.org/0000-0003-3757-5679; Andrzej Gala: https://orcid.org/0000-0002-7044-7620,PL,Jagiellonian University,
Uniwersytet_Jagielloński_w_Krakowie,https://openalex.org/W2760577352,https://doi.org/10.5603/pp.2017.0016,Poziom empatii u studentów rozpoczynających studia pielęgniarskie jako ważna umiejętność w komunikacji terapeutycznej,Poziom empatii u studentów rozpoczynających studia pielęgniarskie jako ważna umiejętność w komunikacji terapeutycznej,2017,2017-08-11,Problemy Pielęgniarstwa,article,pl,,https://doi.org/10.5603/pp.2017.0016,https://doi.org/10.5603/pp.2017.0016,400 PLN (USD 92),"Marek Motyka, Joanna Surmacka, Maciej Rogala",Marek Motyka: https://orcid.org/0000-0002-1025-6443; Joanna Surmacka: None; Maciej Rogala: https://orcid.org/0000-0001-6153-1698,PL,"Jagiellonian University, Krakow University of Economics",10.5603/pp.2017.0016
Uniwersytet_Jagielloński_w_Krakowie,https://openalex.org/W2770209651,https://doi.org/10.7592/ejhr2017.5.3.kluczewska,Humorous nonsense and multimodality in British and American children's poetry,Humorous nonsense and multimodality in British and American children's poetry,2017,2017-11-21,European Journal of Humour Research,article,en,https://europeanjournalofhumour.org/index.php/ejhr/article/download/221/Chrzanowska,https://doi.org/10.7592/ejhr2017.5.3.kluczewska,https://europeanjournalofhumour.org/index.php/ejhr/article/download/221/Chrzanowska,,Elżbieta Chrzanowska-Kluczewska,Elżbieta Chrzanowska-Kluczewska: https://orcid.org/0000-0002-0908-1711,PL,Jagiellonian University,10.7592/ejhr2017.5.3.kluczewska
Uniwersytet_Jagielloński_w_Krakowie,https://openalex.org/W3092254935,https://doi.org/10.1007/s11229-020-02862-2,Structure of perceptual objects: introduction to the Synthese topical collection,Structure of perceptual objects: introduction to the Synthese topical collection,2020,2020-10-06,Synthese,article,en,https://link.springer.com/content/pdf/10.1007/s11229-020-02862-2.pdf,https://doi.org/10.1007/s11229-020-02862-2,https://link.springer.com/content/pdf/10.1007/s11229-020-02862-2.pdf,2390 EUR (USD 2990),"Alfredo Vernazzani, Błażej Skrzypulec, Tobias Schlicht",Alfredo Vernazzani: https://orcid.org/0000-0002-6458-8478; Błażej Skrzypulec: https://orcid.org/0000-0003-2780-5477; Tobias Schlicht: https://orcid.org/0000-0002-1829-9253,"DE, PL","Jagiellonian University, Ruhr University Bochum",10.1007/s11229-020-02862-2
Uniwersytet_Jagielloński_w_Krakowie,https://openalex.org/W3097376187,https://doi.org/10.17951/nh.2020.5.3-23,On Socio-Cultural Situatedness in Style Attribution: A Study of Style in Hungarian,On Socio-Cultural Situatedness in Style Attribution: A Study of Style in Hungarian,2020,2020-09-04,New Horizons in English Studies,article,en,https://journals.umcs.pl/nh/article/download/10593/pdf,https://doi.org/10.17951/nh.2020.5.3-23,https://journals.umcs.pl/nh/article/download/10593/pdf,,"Szilárd Tátrai, Júlia Ballagó",Szilárd Tátrai: https://orcid.org/0000-0002-1069-6676; Júlia Ballagó: https://orcid.org/0000-0002-7349-2224,"HU, PL","Eötvös Loránd University, Hungarian Research Centre for Linguistics, Jagiellonian University",10.17951/nh.2020.5.3-23
Uniwersytet_Jagielloński_w_Krakowie,https://openalex.org/W4226128160,https://doi.org/10.4467/20843879pr.21.021.15222,W stronę obiektywności wartości. Odpowiedź na komentarze,W stronę obiektywności wartości. Odpowiedź na komentarze,2021,2021-12-23,Psychologia Rozwojowa,article,en,https://www.ejournals.eu/pliki/art/21184/,https://doi.org/10.4467/20843879pr.21.021.15222,https://www.ejournals.eu/pliki/art/21184/,,Adam Niemczyński,Adam Niemczyński: None,PL,Jagiellonian University,10.4467/20843879pr.21.021.15222
Uniwersytet_Jagielloński_w_Krakowie,https://openalex.org/W4293068690,https://doi.org/10.4467/20843968zp.21.005.15743,Edukacja zdalna oczami studentów kształcących się w Krakowie w dobie pandemii,Edukacja zdalna oczami studentów kształcących się w Krakowie w dobie pandemii,2021,2021-12-31,Zarządzanie Publiczne,article,pl,https://www.ejournals.eu/pliki/art/19606/,https://doi.org/10.4467/20843968zp.21.005.15743,https://www.ejournals.eu/pliki/art/19606/,,Dominika Gurbisz,Dominika Gurbisz: https://orcid.org/0000-0002-9691-1524,PL,Jagiellonian University,10.4467/20843968zp.21.005.15743
Uniwersytet_Jagielloński_w_Krakowie,https://openalex.org/W3037544031,https://doi.org/10.5604/01.3001.0014.1217,The relationship between the quality of the city’s recreational offering and the physical activity of its inhabitants – results of a pilot survey in Bielsko-Biała,The relationship between the quality of the city’s recreational offering and the physical activity of its inhabitants – results of a pilot survey in Bielsko-Biała,2020,2020-03-22,Studia Periegetica,article,en,,https://doi.org/10.5604/01.3001.0014.1217,https://doi.org/10.5604/01.3001.0014.1217,,"Justyna Maciąg, Joanna Kantyka",Justyna Maciąg: https://orcid.org/0000-0003-2833-4945; Joanna Kantyka: https://orcid.org/0000-0002-8799-4452,PL,"Akademii Wychowania Fizycznego im. Jerzego Kukuczki w Katowicach, Jagiellonian University",10.5604/01.3001.0014.1217
Uniwersytet_Jagielloński_w_Krakowie,https://openalex.org/W3208795270,https://doi.org/10.1093/eurpub/ckab164.060,How are countries supporting health workers? Data from the COVID-19 Health System Response Monitor,How are countries supporting health workers? Data from the COVID-19 Health System Response Monitor,2021,2021-10-01,European Journal of Public Health,article,en,https://academic.oup.com/eurpub/article-pdf/31/Supplement_3/ckab164.060/40780627/ckab164.060.pdf,https://doi.org/10.1093/eurpub/ckab164.060,https://academic.oup.com/eurpub/article-pdf/31/Supplement_3/ckab164.060/40780627/ckab164.060.pdf,,"George Sie Williams, Giada Scarpetti, Alexia Bezzina, Karen Vincenti, Kenneth Grech, Iwona Kowalska‐Bobko, Christoph Sowada, Maciej Furman, Małgorzata Gałązka-Sobotka, Claudia B. Maier",George Sie Williams: https://orcid.org/0000-0001-7764-0629; Giada Scarpetti: None; Alexia Bezzina: None; Karen Vincenti: None; Kenneth Grech: None; Iwona Kowalska‐Bobko: https://orcid.org/0000-0003-3728-2323; Christoph Sowada: https://orcid.org/0000-0002-8900-1119; Maciej Furman: https://orcid.org/0000-0002-0315-350X; Małgorzata Gałązka-Sobotka: https://orcid.org/0000-0002-3889-3719; Claudia B. Maier: https://orcid.org/0000-0002-7734-2258,"DE, GB, MT, PL","Jagiellonian University, Ministry for Health, Technische Universität Berlin, Uczelnia Łazarskiego, University of Malta",10.1093/eurpub/ckab164.060
Uniwersytet_Jagielloński_w_Krakowie,https://openalex.org/W2943140713,https://doi.org/10.18536/jge.2017.02.2.2.12,Adventurers and Lovers: Organizational Heroines and Heroes for a New Time,Adventurers and Lovers: Organizational Heroines and Heroes for a New Time,2017,2017-12-01,Journal of Genius and Eminence,article,en,,https://doi.org/10.18536/jge.2017.02.2.2.12,,,Monika Kostera,Monika Kostera: https://orcid.org/0000-0002-5303-5544,"PL, SE","Jagiellonian University, Linnaeus University",10.18536/jge.2017.02.2.2.12
Uniwersytet_Jagielloński_w_Krakowie,https://openalex.org/W2740980247,https://doi.org/10.1097/01.hjh.0000523142.90222.ce,[OP.7A.05] SLEEP DISTURBANCES AND RESISTANT HYPERTENSION IN A LARGE SAMPLE OF TREATED HYPERTENSIVE SUBJECTS – POL-FOKUS STUDY,[OP.7A.05] SLEEP DISTURBANCES AND RESISTANT HYPERTENSION IN A LARGE SAMPLE OF TREATED HYPERTENSIVE SUBJECTS – POL-FOKUS STUDY,2017,2017-07-30,Journal of Hypertension,article,en,,https://doi.org/10.1097/01.hjh.0000523142.90222.ce,,,"Paulina Talarowska, Marek Klocek, Jerzy Gąsowski, Waldemar Szelenberger, Jacek Wolf, T. Piotrowski, A Piotrowska, Roman Topór‐Mądry, Wiktoria Leśniak, Danuta Czarnecka, Kalina Kawecka‐Jaszcz, Krzysztof Narkiewicz, Andrzej Januszewicz, Aleksander Prejbisz",Paulina Talarowska: None; Marek Klocek: https://orcid.org/0000-0001-6662-5108; Jerzy Gąsowski: https://orcid.org/0000-0002-8025-5323; Waldemar Szelenberger: None; Jacek Wolf: https://orcid.org/0000-0003-3746-4506; T. Piotrowski: https://orcid.org/0000-0002-8894-7412; A Piotrowska: https://orcid.org/0000-0002-9799-8019; Roman Topór‐Mądry: https://orcid.org/0000-0002-3091-6760; Wiktoria Leśniak: None; Danuta Czarnecka: https://orcid.org/0000-0002-6388-112X; Kalina Kawecka‐Jaszcz: https://orcid.org/0000-0002-8660-2867; Krzysztof Narkiewicz: https://orcid.org/0000-0001-5949-5018; Andrzej Januszewicz: https://orcid.org/0000-0002-1831-250X; Aleksander Prejbisz: https://orcid.org/0000-0001-7085-0244,PL,"Gdańsk Medical University, Institute of Cardiology, Jagiellonian University, Medical University of Warsaw",10.1097/01.hjh.0000523142.90222.ce
Uniwersytet_Jagielloński_w_Krakowie,https://openalex.org/W2766017611,https://doi.org/10.15557/pipk.2017.0019,"Violence, suicidal attempts and relationships with parents in a group of adolescent girls. Pilot studies","Violence, suicidal attempts and relationships with parents in a group of adolescent girls. Pilot studies",2017,2017-09-29,Psychiatria i Psychologia Kliniczna,article,en,,https://doi.org/10.15557/pipk.2017.0019,https://doi.org/10.15557/pipk.2017.0019,,"Marta Makara‐Studzińska, Urszula Łopuszańska, Katarzyna Sidor, Katarzyna Świder, Elżbieta Pac‐Kożuchowska",Marta Makara‐Studzińska: https://orcid.org/0000-0001-7374-528X; Urszula Łopuszańska: https://orcid.org/0000-0001-6517-7577; Katarzyna Sidor: https://orcid.org/0000-0003-2590-3970; Katarzyna Świder: None; Elżbieta Pac‐Kożuchowska: https://orcid.org/0000-0002-3204-2235,PL,"Jagiellonian University, Medical University of Lublin",10.15557/pipk.2017.0019
Uniwersytet_Jagielloński_w_Krakowie,https://openalex.org/W4205186461,https://doi.org/10.4467/0023589xkhnt.21.035.14799,Porównanie samobójczych zatruć substancjami chemicznymi i lekami w latach 1930–1939 oraz 2010–2019 w materiale Zakładu Medycyny Sądowej w Krakowie,Porównanie samobójczych zatruć substancjami chemicznymi i lekami w latach 1930–1939 oraz 2010–2019 w materiale Zakładu Medycyny Sądowej w Krakowie,2021,2021-01-01,Kwartalnik Historii Nauki i Techniki,article,en,,https://doi.org/10.4467/0023589xkhnt.21.035.14799,https://doi.org/10.4467/0023589xkhnt.21.035.14799,,"Wojciech Koziołek, Maria Komisarz-Calik, Gabriela Szypuła, Patrycja Szczepaniak, Tomasz Konopka, Gabriela Kanclerz, Kamil Hapkiewicz",Wojciech Koziołek: https://orcid.org/0000-0002-6362-3542; Maria Komisarz-Calik: https://orcid.org/0000-0002-1215-4395; Gabriela Szypuła: https://orcid.org/0009-0000-8539-8801; Patrycja Szczepaniak: None; Tomasz Konopka: https://orcid.org/0000-0002-8808-2893; Gabriela Kanclerz: https://orcid.org/0000-0002-4446-7388; Kamil Hapkiewicz: https://orcid.org/0000-0001-9449-6657,PL,Jagiellonian University,10.4467/0023589xkhnt.21.035.14799
Uniwersytet_Jagielloński_w_Krakowie,https://openalex.org/W2770357081,https://doi.org/10.1080/10848770.2017.1402521,The European Family and Athenian Fatherland: Political Metaphors Ancient and Modern,The European Family and Athenian Fatherland: Political Metaphors Ancient and Modern,2017,2017-11-24,The European Legacy,article,en,,https://doi.org/10.1080/10848770.2017.1402521,,,Jakub Filonik,Jakub Filonik: https://orcid.org/0000-0001-9624-1041,PL,Jagiellonian University,10.1080/10848770.2017.1402521
Uniwersytet_Jagielloński_w_Krakowie,https://openalex.org/W2811064442,https://doi.org/10.4467/20834624sl.18.011.8470,CROSSLINGUISTIC INFLUENCE IN ENGLISH AS THE WEAKER LANGUAGE OF FRENCH-ENGLISH AND POLISH-ENGLISH BILINGUAL CHILDREN,CROSSLINGUISTIC INFLUENCE IN ENGLISH AS THE WEAKER LANGUAGE OF FRENCH-ENGLISH AND POLISH-ENGLISH BILINGUAL CHILDREN,2018,2018-01-01,Studia Linguistica Universitatis Iagellonicae Cracoviensis,article,en,http://www.ejournals.eu/pliki/art/11628/,https://doi.org/10.4467/20834624sl.18.011.8470,http://www.ejournals.eu/pliki/art/11628/,,"Justyna Leśniewska, François Pichette",Justyna Leśniewska: https://orcid.org/0000-0002-8121-2210; François Pichette: https://orcid.org/0000-0002-6203-050X,"CA, PL","Jagiellonian University, Université TÉLUQ",10.4467/20834624sl.18.011.8470
Uniwersytet_Jagielloński_w_Krakowie,https://openalex.org/W3215196559,https://doi.org/10.3897/hmc.1.63418,Necrocartography: Topographies and topologies of non-sites of memory,Necrocartography: Topographies and topologies of non-sites of memory,2021,2021-11-23,Heritage Memory and Conflict,article,en,https://ijhmc.arphahub.com/article/63418/download/pdf/,https://doi.org/10.3897/hmc.1.63418,https://ijhmc.arphahub.com/article/63418/download/pdf/,750 EUR (USD 808),"Aleksandra Szczepan, Kinga Siewior",Aleksandra Szczepan: https://orcid.org/0000-0001-9317-4058; Kinga Siewior: https://orcid.org/0000-0002-6858-233X,PL,Jagiellonian University,10.3897/hmc.1.63418
Uniwersytet_Jagielloński_w_Krakowie,https://openalex.org/W3039890406,https://doi.org/10.12775/pbe.2020.002,"Loneliness, Metaperception and Peer Network Position Among Early Adolescents","Loneliness, Metaperception and Peer Network Position Among Early Adolescents",2020,2020-06-30,Przegląd Badań Edukacyjnych,article,en,https://apcz.umk.pl/PBE/article/download/PBE.2020.002/25991,https://doi.org/10.12775/pbe.2020.002,https://apcz.umk.pl/PBE/article/download/PBE.2020.002/25991,,"Grzegorz Humenny, Paweł Grygiel, Roman Dolata",Grzegorz Humenny: https://orcid.org/0000-0001-7236-9294; Paweł Grygiel: https://orcid.org/0000-0001-9790-3772; Roman Dolata: https://orcid.org/0000-0002-7967-9022,PL,"Educational Research Institute, Jagiellonian University, University of Warsaw",10.12775/pbe.2020.002
Uniwersytet_Jagielloński_w_Krakowie,https://openalex.org/W3169182835,https://doi.org/10.1002/cbm.2202,Longer than prison? A comparison of length of stay in a medium security hospital and prison for perpetrators of violent crimes other than homicide or attempted homicide,Longer than prison? A comparison of length of stay in a medium security hospital and prison for perpetrators of violent crimes other than homicide or attempted homicide,2021,2021-06-01,Criminal Behaviour and Mental Health,article,en,,https://doi.org/10.1002/cbm.2202,http://gala.gre.ac.uk/id/eprint/38119/3/38119_TOMLIN_Longer_than_prison_A_comparison_of_length_of_stay%20.pdf,,"Paweł Gosek, Justyna Kotowska, Elżbieta Rowińska‐Garbień, Dariusz Bartczak, Jack Tomlin, Janusz Heitzman",Paweł Gosek: https://orcid.org/0000-0002-7100-7942; Justyna Kotowska: https://orcid.org/0000-0002-2773-355X; Elżbieta Rowińska‐Garbień: None; Dariusz Bartczak: None; Jack Tomlin: https://orcid.org/0000-0002-7610-7918; Janusz Heitzman: https://orcid.org/0000-0001-9604-6027,"DE, PL","Institute of Psychiatry and Neurology, Jagiellonian University, University of Rostock",10.1002/cbm.2202
Uniwersytet_Jagielloński_w_Krakowie,https://openalex.org/W2763224170,https://doi.org/10.20883/pielpol.2017.5,Ocena skuteczności działań opiekuńczo-pielęgnacyjnych pielęgniarek i opiekunów nieprofesjonalnych sprawujących opiekę nad osobami z reumatoidalnym zapaleniem stawów,Ocena skuteczności działań opiekuńczo-pielęgnacyjnych pielęgniarek i opiekunów nieprofesjonalnych sprawujących opiekę nad osobami z reumatoidalnym zapaleniem stawów,2017,2017-03-31,Pielęgniarstwo Polskie,article,pl,http://www.pielegniarstwo.ump.edu.pl/uploads/2017/1/39_1_63_2017.pdf,https://doi.org/10.20883/pielpol.2017.5,http://www.pielegniarstwo.ump.edu.pl/uploads/2017/1/39_1_63_2017.pdf,,"Anna Kurowska, Magdalena Staszkiewicz, Aldona Wróbel, Anna Majda",Anna Kurowska: None; Magdalena Staszkiewicz: https://orcid.org/0000-0002-2746-2972; Aldona Wróbel: https://orcid.org/0000-0002-6854-2311; Anna Majda: https://orcid.org/0000-0003-3632-1319,PL,Jagiellonian University,10.20883/pielpol.2017.5
Uniwersytet_Jagielloński_w_Krakowie,https://openalex.org/W2620972238,https://doi.org/10.1515/cpp-2017-0004,Original paper. Assessment of the need for information about planned gynecologic surgery,Original paper. Assessment of the need for information about planned gynecologic surgery,2017,2017-03-28,Current Problems of Psychiatry,article,en,https://content.sciendo.com/downloadpdf/journals/cpp/18/1/article-p47.pdf,https://doi.org/10.1515/cpp-2017-0004,https://content.sciendo.com/downloadpdf/journals/cpp/18/1/article-p47.pdf,,"Magdalena Derewianka-Polak, Grzegorz Polak, M. Bobinski, Wiesława Bednarek, Jan Kotarski, Marta Makara‐Studzińska, Aneta Gerhant, Marcin Olajossy",Magdalena Derewianka-Polak: https://orcid.org/0000-0002-4283-9301; Grzegorz Polak: https://orcid.org/0000-0002-4436-2893; M. Bobinski: https://orcid.org/0000-0001-9414-108X; Wiesława Bednarek: https://orcid.org/0000-0001-8151-2697; Jan Kotarski: https://orcid.org/0000-0003-2300-3266; Marta Makara‐Studzińska: https://orcid.org/0000-0001-7374-528X; Aneta Gerhant: https://orcid.org/0000-0002-4196-5437; Marcin Olajossy: https://orcid.org/0000-0002-1001-3185,PL,"Jagiellonian University, Medical University of Lublin",10.1515/cpp-2017-0004
Uniwersytet_Jagielloński_w_Krakowie,https://openalex.org/W2885945494,https://doi.org/10.15557/pipk.2018.0015,Changes in the clinical picture of conduct disorders in adolescents hospitalised for mental health reasons in 1990–2015. A comparative study,Changes in the clinical picture of conduct disorders in adolescents hospitalised for mental health reasons in 1990–2015. A comparative study,2018,2018-06-29,Psychiatria i Psychologia Kliniczna,article,en,,https://doi.org/10.15557/pipk.2018.0015,https://doi.org/10.15557/pipk.2018.0015,,"Magdalena Uzar, Ewa Guśtak, Feliks Matusiak, Elżbieta Borys",Magdalena Uzar: https://orcid.org/0000-0003-0613-1071; Ewa Guśtak: None; Feliks Matusiak: https://orcid.org/0000-0002-9544-5381; Elżbieta Borys: None,PL,Jagiellonian University,10.15557/pipk.2018.0015
Uniwersytet_Jagielloński_w_Krakowie,https://openalex.org/W2961406186,https://doi.org/10.15557/pipk.2019.0018,Compliance among patients with depressive and anxiety disorders,Compliance among patients with depressive and anxiety disorders,2019,2019-06-28,Psychiatria i Psychologia Kliniczna,article,pl,,https://doi.org/10.15557/pipk.2019.0018,https://doi.org/10.15557/pipk.2019.0018,,"Aleksandra Gorostowicz, A Wasik, Anna Julia Krupa, Marcin Siwek",Aleksandra Gorostowicz: https://orcid.org/0000-0002-9945-2378; A Wasik: https://orcid.org/0000-0003-4880-0237; Anna Julia Krupa: https://orcid.org/0000-0003-3291-9663; Marcin Siwek: https://orcid.org/0000-0002-3109-1895,PL,"Jagiellonian University, Szpital Uniwersytecki w Krakowie",10.15557/pipk.2019.0018
Uniwersytet_Jagielloński_w_Krakowie,https://openalex.org/W3124326385,https://doi.org/10.3390/ijerph18031044,Cardiovascular Disease Risk in Bears and Other Gay Men: A Descriptive Study from Poland,Cardiovascular Disease Risk in Bears and Other Gay Men: A Descriptive Study from Poland,2021,2021-01-25,International Journal of Environmental Research and Public Health,article,en,https://www.mdpi.com/1660-4601/18/3/1044/pdf?version=1611573250,https://doi.org/10.3390/ijerph18031044,https://www.mdpi.com/1660-4601/18/3/1044/pdf?version=1611573250,2500 CHF (USD 2707),"Magdalena Mijas, Karolina Koziara, Andrzej Galbarczyk, Grażyna Jasieńska",Magdalena Mijas: https://orcid.org/0000-0001-5471-3725; Karolina Koziara: https://orcid.org/0000-0003-3814-7377; Andrzej Galbarczyk: https://orcid.org/0000-0002-7879-9735; Grażyna Jasieńska: https://orcid.org/0000-0001-8716-6342,PL,"Institute of Psychology, Jagiellonian University",10.3390/ijerph18031044
Uniwersytet_Jagielloński_w_Krakowie,https://openalex.org/W3217805008,https://doi.org/10.3897/hmc.1.63264,"Depth of the field. Bystanders’ art, forensic art practice and non-sites of memory","Depth of the field. Bystanders’ art, forensic art practice and non-sites of memory",2021,2021-11-23,Heritage Memory and Conflict,article,en,https://ijhmc.arphahub.com/article/63264/download/pdf/,https://doi.org/10.3897/hmc.1.63264,https://ijhmc.arphahub.com/article/63264/download/pdf/,750 EUR (USD 808),"Aleksandra Janus, Roma Sendyka",Aleksandra Janus: None; Roma Sendyka: https://orcid.org/0000-0001-7647-2002,PL,Jagiellonian University,10.3897/hmc.1.63264
Uniwersytet_Jagielloński_w_Krakowie,https://openalex.org/W2755286266,https://doi.org/10.1177/0021989416685382,Betrayed Sentiments:<i>Joseph Anton</i>and the Phraseology of Emotional Representation,Betrayed Sentiments:<i>Joseph Anton</i>and the Phraseology of Emotional Representation,2017,2017-09-01,The Journal of Commonwealth Literature,article,en,,https://doi.org/10.1177/0021989416685382,,,Grzegorz Szpila,Grzegorz Szpila: https://orcid.org/0000-0003-4960-6065,PL,Jagiellonian University,10.1177/0021989416685382
Uniwersytet_Jagielloński_w_Krakowie,https://openalex.org/W2976277463,https://doi.org/10.1080/13825585.2019.1666968,Simple verbal analogical reasoning and its predictors in old age,Simple verbal analogical reasoning and its predictors in old age,2019,2019-09-22,Aging Neuropsychology and Cognition,article,en,,https://doi.org/10.1080/13825585.2019.1666968,,,"Karolina Byczewska-Konieczny, Monika Paleczna, Olga Mironiuk",Karolina Byczewska-Konieczny: None; Monika Paleczna: https://orcid.org/0000-0001-5841-2583; Olga Mironiuk: None,PL,"Institute of Psychology, Jagiellonian University",10.1080/13825585.2019.1666968
Uniwersytet_Jagielloński_w_Krakowie,https://openalex.org/W3023611000,https://doi.org/10.2478/pielxxiw-2020-0008,Nursing education in Poland,Nursing education in Poland,2020,2020-03-01,Pielegniarstwo XXI wieku / Nursing in the 21st Century,article,en,https://content.sciendo.com/downloadpdf/journals/pielxxiw/19/1/article-p47.pdf,https://doi.org/10.2478/pielxxiw-2020-0008,https://content.sciendo.com/downloadpdf/journals/pielxxiw/19/1/article-p47.pdf,,"Karolina Pradela, Zuzanna Radosz, Agnieszka Sobiegała",Karolina Pradela: https://orcid.org/0000-0002-9451-4437; Zuzanna Radosz: https://orcid.org/0000-0001-8371-6845; Agnieszka Sobiegała: https://orcid.org/0000-0003-3323-8384,"AT, PL","Hospital of the Brothers of St. John of God, Jagiellonian University, Medical University of Silesia",10.2478/pielxxiw-2020-0008
Uniwersytet_Jagielloński_w_Krakowie,https://openalex.org/W4285525141,https://doi.org/10.16926/eat.2021.10.12,Gratitude in Terms of Transactional Analysis,Gratitude in Terms of Transactional Analysis,2021,2021-01-01,Edukacyjna Analiza Transakcyjna,article,en,,https://doi.org/10.16926/eat.2021.10.12,https://doi.org/10.16926/eat.2021.10.12,,Jacek Sypniewski,Jacek Sypniewski: None,PL,Jagiellonian University,10.16926/eat.2021.10.12
